Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
SAMN07781663	100.0	0.23	Neural Network (Specific Model)	11	0.876	127150	299.3893805309734	5089735	0.5	4972	211	381446	None
SAMN07781725	100.0	0.27	Neural Network (Specific Model)	11	0.874	91177	284.96034356725147	5342417	0.5	5472	420	357820	None
SAMN07839404	100.0	0.22	Neural Network (Specific Model)	11	0.866	47249	296.17920628358826	4952090	0.51	4838	466	249560	None
SAMN07839409	100.0	0.23	Neural Network (Specific Model)	11	0.882	110308	304.97717883139876	5265026	0.51	5083	205	381235	None
SAMN07839424	100.0	0.15	Neural Network (Specific Model)	11	0.882	96762	308.1717235566793	4968110	0.51	4746	152	250054	None
SAMN07839429	100.0	0.06	Neural Network (Specific Model)	11	0.877	132065	303.3628011433238	5073276	0.51	4898	226	329908	None
SAMN07955797	100.0	0.08	Neural Network (Specific Model)	11	0.879	123753	312.10132926563523	4879412	0.51	4589	129	349228	None
SAMN07989023	100.0	0.18	Neural Network (Specific Model)	11	0.876	124443	301.9969481180061	5071109	0.51	4915	182	352839	None
SAMN08025037	100.0	0.1	Neural Network (Specific Model)	11	0.879	89957	303.67397849462367	4811683	0.51	4650	191	246628	None
SAMN08025038	100.0	0.08	Neural Network (Specific Model)	11	0.878	193149	304.9868393995476	5057867	0.51	4863	138	526037	None
SAMN08025040	100.0	0.19	Neural Network (Specific Model)	11	0.879	69069	309.8947718210013	4768969	0.51	4514	184	173033	None
SAMN08025044	100.0	0.11	Neural Network (Specific Model)	11	0.876	97920	304.0536614888037	5150520	0.51	4957	187	303631	None
SAMN08025050	100.0	0.15	Neural Network (Specific Model)	11	0.879	88413	307.51659970395434	4955639	0.51	4729	186	230433	None
SAMN08025054	100.0	0.07	Neural Network (Specific Model)	11	0.881	143752	307.28310032894734	5081804	0.51	4864	124	564883	None
SAMN08051579	100.0	0.08	Neural Network (Specific Model)	11	0.882	73954	307.67224516409476	4804305	0.51	4601	159	238306	None
SAMN08052682	100.0	0.08	Neural Network (Specific Model)	11	0.88	215150	308.26633478531426	5056737	0.51	4821	130	627938	None
SAMN08146171	100.0	0.04	Neural Network (Specific Model)	11	0.882	75598	305.34131242261657	5025772	0.51	4846	225	198569	None
SAMN08146313	100.0	0.32	Neural Network (Specific Model)	11	0.879	152508	310.6752537080406	5423936	0.5	5124	179	602334	None
SAMN08146314	100.0	1.07	Neural Network (Specific Model)	11	0.878	384250	309.9319658813972	5204320	0.51	4924	176	677992	None
SAMN08146317	100.0	1.28	Neural Network (Specific Model)	11	0.875	77987	294.3578387953942	5683864	0.51	5645	337	229036	None
SAMN08167633	100.0	0.17	Neural Network (Specific Model)	11	0.879	113264	311.993052540165	4894468	0.51	4606	142	314890	None
SAMN08182236	100.0	0.13	Neural Network (Specific Model)	11	0.883	151203	314.67762557077623	4676249	0.51	4380	87	619834	None
SAMN08226267	100.0	0.14	Neural Network (Specific Model)	11	0.88	143681	301.32835820895525	5357802	0.51	5226	166	337851	None
SAMN08272741	100.0	0.1	Neural Network (Specific Model)	11	0.876	133471	311.16331236897275	5076057	0.51	4770	145	380040	None
SAMN08380138	100.0	0.3	Neural Network (Specific Model)	11	0.873	53600	293.7469500196773	5119391	0.51	5082	343	129086	None
SAMN08472604	100.0	0.12	Neural Network (Specific Model)	11	0.879	177516	311.8491960017384	4892764	0.51	4602	100	511835	None
SAMN08472611	100.0	0.23	Neural Network (Specific Model)	11	0.883	170117	308.1771784232365	5037073	0.51	4820	123	619883	None
SAMN08500542	100.0	0.13	Neural Network (Specific Model)	11	0.877	107305	304.3310907237513	5098407	0.51	4905	162	329704	None
SAMN08522369	100.0	0.13	Neural Network (Specific Model)	11	0.879	129307	311.46252723311545	4869609	0.51	4590	124	399170	None
SAMN08581716	100.0	0.27	Neural Network (Specific Model)	11	0.882	191062	309.6853678586108	5114112	0.51	4866	116	370403	None
SAMN08581900	100.0	0.25	Neural Network (Specific Model)	11	0.879	137553	308.9111691704768	4835385	0.51	4593	99	364896	None
SAMN08624231	100.0	0.21	Neural Network (Specific Model)	11	0.881	193293	310.4560900716479	5157628	0.51	4885	129	472958	None
SAMN08719219	100.0	0.07	Neural Network (Specific Model)	11	0.877	192127	300.33472553699283	5156011	0.51	5028	138	616443	None
SAMN08899174	100.0	0.08	Neural Network (Specific Model)	11	0.877	135993	306.99669011170874	5069059	0.51	4834	173	319856	None
SAMN08909985	100.0	0.06	Neural Network (Specific Model)	11	0.877	131323	308.91929746554024	4747951	0.51	4498	130	461898	None
SAMN08910001	100.0	0.46	Neural Network (Specific Model)	11	0.879	129405	302.0293488824101	5293789	0.5	5145	171	281992	None
SAMN08937779	100.0	0.13	Neural Network (Specific Model)	11	0.87	88692	299.30734785263587	5064040	0.51	4913	241	203482	None
SAMN09013513	100.0	0.1	Neural Network (Specific Model)	11	0.88	133478	308.9629547960309	4767775	0.51	4535	114	412037	None
SAMN09013516	100.0	0.78	Neural Network (Specific Model)	11	0.884	251022	307.62688669752464	5179532	0.51	4969	87	381471	None
SAMN09013518	100.0	0.15	Neural Network (Specific Model)	11	0.878	161258	311.33807013522807	4633557	0.51	4363	109	343952	None
SAMN09013573	100.0	0.13	Neural Network (Specific Model)	11	0.878	126893	310.2023731048121	4813095	0.51	4551	130	387942	None
SAMN09013574	100.0	0.09	Neural Network (Specific Model)	11	0.88	215276	311.32366313054774	4892927	0.51	4619	90	467585	None
SAMN09098800	100.0	0.08	Neural Network (Specific Model)	11	0.881	168642	312.13604126370086	4938014	0.51	4653	114	330682	None
SAMN09195610	100.0	0.12	Neural Network (Specific Model)	11	0.881	116823	311.12947005601035	4907119	0.51	4642	135	369826	None
SAMN09195613	100.0	0.12	Neural Network (Specific Model)	11	0.88	185368	309.5850296861747	4968553	0.51	4716	88	584573	None
SAMN09195614	100.0	0.13	Neural Network (Specific Model)	11	0.882	170973	303.87077172371886	5095900	0.51	4937	122	402799	None
SAMN09195625	100.0	0.82	Neural Network (Specific Model)	11	0.878	82884	294.51626776365	5372122	0.5	5348	230	352062	None
SAMN09195629	100.0	0.15	Neural Network (Specific Model)	11	0.879	193453	312.78777851312594	4830189	0.51	4533	103	548603	None
SAMN09233768	100.0	0.05	Neural Network (Specific Model)	11	0.878	55100	306.75612903225806	4867927	0.51	4650	238	148104	None
SAMN09267080	100.0	0.14	Neural Network (Specific Model)	11	0.877	65842	308.6468494871258	5033165	0.51	4777	218	156560	None
SAMN09462581	100.0	0.14	Neural Network (Specific Model)	11	0.879	124867	310.9059633027523	4617074	0.51	4360	124	630070	None
SAMN09462585	100.0	0.15	Neural Network (Specific Model)	11	0.875	89941	310.4128282393457	4937320	0.51	4646	139	240248	None
SAMN09489514	100.0	0.12	Neural Network (Specific Model)	11	0.883	172310	310.37155863862995	4854296	0.51	4613	81	299998	None
SAMN09624584	100.0	0.1	Neural Network (Specific Model)	11	0.875	104010	301.72468538238144	5333699	0.51	5165	214	307003	None
SAMN09624593	100.0	0.19	Neural Network (Specific Model)	11	0.88	173856	305.7748357963875	5072087	0.51	4872	150	503477	None
SAMN09633449	100.0	0.03	Neural Network (Specific Model)	11	0.878	78078	301.0945861854387	4953275	0.51	4821	162	243877	None
SAMN09693207	100.0	0.48	Neural Network (Specific Model)	11	0.879	62977	292.68504517794577	5408169	0.51	5423	329	225796	None
SAMN09725140	100.0	0.12	Neural Network (Specific Model)	11	0.87	62645	280.06501377410467	5250428	0.5	5445	465	263648	None
SAMN09725141	100.0	0.36	Neural Network (Specific Model)	11	0.881	119719	304.7553213054936	5108861	0.51	4933	210	514864	None
SAMN09849965	100.0	0.11	Neural Network (Specific Model)	11	0.878	95025	308.96472851646	4927447	0.51	4678	159	247125	None
SAMN10034794	100.0	0.17	Neural Network (Specific Model)	11	0.881	99252	309.8485178727114	4835610	0.51	4588	151	295325	None
SAMN10034797	100.0	0.22	Neural Network (Specific Model)	11	0.878	61663	304.3278337261624	4842866	0.51	4667	222	227443	None
SAMN10078815	100.0	0.14	Neural Network (Specific Model)	11	0.878	91750	309.7939337809678	4566631	0.51	4319	163	207476	None
SAMN10221008	100.0	0.12	Neural Network (Specific Model)	11	0.882	185380	311.0629473684211	5018373	0.51	4750	98	559626	None
SAMN10221027	100.0	0.21	Neural Network (Specific Model)	11	0.875	98687	300.9855406538139	4916444	0.51	4772	245	211688	None
SAMN10221124	100.0	0.27	Neural Network (Specific Model)	11	0.882	140282	310.363810741688	4943943	0.51	4692	104	330321	None
SAMN10221142	100.0	0.19	Neural Network (Specific Model)	11	0.88	145548	309.7187839305103	4853118	0.51	4605	157	393398	None
SAMN10221393	100.0	0.3	Neural Network (Specific Model)	11	0.879	82742	304.3680643795002	4899447	0.51	4722	180	323565	None
SAMN04510562	100.0	0.1	Neural Network (Specific Model)	11	0.883	295738	311.42297650130547	4854344	0.51	4596	104	633473	None
SAMN04902864	100.0	0.28	Neural Network (Specific Model)	11	0.887	86869	314.54486607142854	4759236	0.51	4480	153	159599	None
SAMN05440256	100.0	0.09	Neural Network (Specific Model)	11	0.88	83723	299.17954863191534	5098209	0.51	5007	228	272882	None
SAMN05440263	100.0	0.07	Neural Network (Specific Model)	11	0.883	111514	300.87367346938777	5000486	0.51	4900	230	372224	None
SAMN05596204	100.0	0.09	Neural Network (Specific Model)	11	0.884	277931	318.4332309146774	4563135	0.51	4231	89	667276	None
SAMN05605422	100.0	0.22	Neural Network (Specific Model)	11	0.881	108155	299.46878590578325	5315000	0.51	5222	220	377595	None
SAMN05605423	100.0	0.22	Neural Network (Specific Model)	11	0.881	110139	299.6534406747173	5313129	0.51	5217	222	377595	None
SAMN05655961	100.0	0.19	Neural Network (Specific Model)	11	0.885	220282	317.67123287671234	5020770	0.51	4672	86	563532	None
SAMN05655980	100.0	0.11	Neural Network (Specific Model)	11	0.874	101164	306.3543916853475	5150774	0.51	4907	143	318460	None
SAMN05757735	100.0	0.04	Neural Network (Specific Model)	11	0.877	188759	308.10971260750995	5015669	0.5	4767	111	541778	None
SAMN05757738	100.0	0.04	Neural Network (Specific Model)	11	0.877	202191	308.31654072208227	5016649	0.5	4764	115	603647	None
SAMN05757741	100.0	0.04	Neural Network (Specific Model)	11	0.877	139649	308.1929861402772	5011691	0.5	4762	113	541778	None
SAMN05789714	100.0	0.11	Neural Network (Specific Model)	11	0.883	151818	311.13380281690144	4647248	0.51	4402	95	374438	None
SAMN05789715	100.0	0.03	Neural Network (Specific Model)	11	0.877	123723	306.62806143628063	5044255	0.5	4818	119	541778	None
SAMN05789722	100.0	0.07	Neural Network (Specific Model)	11	0.882	192588	310.73991805046364	4892421	0.51	4637	134	708153	None
SAMN05829269	100.0	0.15	Neural Network (Specific Model)	11	0.88	187630	303.06869195046437	5332650	0.51	5168	115	663045	None
SAMN05859954	100.0	0.37	Neural Network (Specific Model)	11	0.873	113004	286.25847306457365	5504139	0.5	5606	356	277590	None
SAMN05859956	100.0	0.4	Neural Network (Specific Model)	11	0.873	112035	288.8952062430323	5330453	0.5	5382	335	277590	None
SAMN06005821	100.0	0.09	Neural Network (Specific Model)	11	0.875	132345	291.24198034489154	5376192	0.5	5393	358	441444	None
SAMN06005825	100.0	0.07	Neural Network (Specific Model)	11	0.875	121931	290.60052122114666	5342262	0.5	5372	387	391475	None
SAMN06005835	100.0	0.04	Neural Network (Specific Model)	11	0.876	150145	295.7535761968339	5301812	0.5	5243	282	420190	None
SAMN06005875	100.0	0.05	Neural Network (Specific Model)	11	0.874	48890	292.1636707663198	5286254	0.5	5285	408	148939	None
SAMN06005888	100.0	0.05	Neural Network (Specific Model)	11	0.875	147587	290.386560827026	5380745	0.5	5417	362	440891	None
SAMN06005893	100.0	0.42	Neural Network (Specific Model)	11	0.875	66181	291.78641509433965	5292470	0.5	5300	409	217573	None
SAMN06159505	100.0	0.4	Neural Network (Specific Model)	11	0.873	92377	284.238704028021	5563457	0.5	5710	438	385698	None
SAMN06220087	100.0	0.35	Neural Network (Specific Model)	11	0.875	127079	285.63624887285846	5417254	0.51	5545	394	255074	None
SAMN06220104	100.0	0.3	Neural Network (Specific Model)	11	0.877	118932	289.5094512754634	5386916	0.51	5449	338	318673	None
SAMN06220106	100.0	0.32	Neural Network (Specific Model)	11	0.877	126424	293.39836492010403	5388343	0.51	5382	227	329166	None
SAMN06220111	100.0	0.32	Neural Network (Specific Model)	11	0.875	120417	288.49147005444644	5437684	0.51	5510	341	322495	None
SAMN06220112	100.0	0.2	Neural Network (Specific Model)	11	0.878	135486	295.36635006784263	5198196	0.51	5159	223	428561	None
SAMN06220113	100.0	0.31	Neural Network (Specific Model)	11	0.879	150241	297.7835627368841	5085417	0.51	5013	211	447067	None
SAMN06220117	100.0	0.28	Neural Network (Specific Model)	11	0.878	214875	298.89845605700714	5148890	0.51	5052	152	600284	None
SAMN06220122	100.0	0.29	Neural Network (Specific Model)	11	0.873	92859	289.1750658142159	5271072	0.51	5318	329	410172	None
SAMN06220124	100.0	0.24	Neural Network (Specific Model)	11	0.878	129435	298.2101205771892	5144444	0.51	5059	168	400616	None
SAMN06461736	100.0	0.02	Neural Network (Specific Model)	11	0.875	90736	311.13760152890586	4458952	0.51	4186	127	295981	None
SAMN06555242	100.0	0.11	Neural Network (Specific Model)	11	0.885	155300	315.3813131313131	4650554	0.51	4356	80	344820	None
SAMN06689619	100.0	0.37	Neural Network (Specific Model)	11	0.88	80490	308.6922750424448	4952163	0.51	4712	214	255687	None
SAMN06689620	100.0	0.39	Neural Network (Specific Model)	11	0.88	74479	308.0129182549767	4949107	0.51	4722	227	255687	None
SAMN06700868	100.0	0.12	Neural Network (Specific Model)	11	0.883	183328	311.50721054800164	5126951	0.5	4854	104	767065	None
SAMN06712424	100.0	0.1	Neural Network (Specific Model)	11	0.88	345737	309.6270136307311	5105212	0.51	4842	104	568166	None
SAMN06712431	100.0	0.19	Neural Network (Specific Model)	11	0.874	70976	294.06271425690665	4995513	0.51	4959	242	210427	None
SAMN07197390	100.0	0.03	Neural Network (Specific Model)	11	0.881	147065	308.204364674689	5138420	0.51	4903	99	689917	None
SAMN07371047	100.0	0.46	Neural Network (Specific Model)	11	0.878	273168	311.1925984878631	5335501	0.51	5026	109	429358	None
SAMN07374664	100.0	0.08	Neural Network (Specific Model)	11	0.878	87861	306.25118483412325	4847683	0.51	4642	138	231791	None
SAMN07410330	100.0	0.02	Neural Network (Specific Model)	11	0.87	59786	282.4466286974095	5290666	0.51	5443	336	279195	None
SAMN07410335	100.0	0.15	Neural Network (Specific Model)	11	0.879	216013	308.1757524731635	4988180	0.51	4751	86	500908	None
SAMN07411238	100.0	0.02	Neural Network (Specific Model)	11	0.878	179949	310.0136612021858	5029248	0.51	4758	117	523846	None
SAMN07440313	100.0	0.09	Neural Network (Specific Model)	11	0.883	193689	311.15783736647046	4839443	0.51	4587	84	313379	None
SAMN07440315	100.0	0.09	Neural Network (Specific Model)	11	0.878	207441	307.7493048128342	4905932	0.51	4675	134	714045	None
SAMN07450949	100.0	0.17	Neural Network (Specific Model)	11	0.882	184074	308.4854638734502	4898556	0.51	4678	122	600450	None
SAMN07450951	100.0	0.12	Neural Network (Specific Model)	11	0.881	150474	309.1070737475812	4885880	0.51	4651	100	341213	None
SAMN07450952	100.0	0.19	Neural Network (Specific Model)	11	0.876	125956	306.3346647046458	4982259	0.51	4757	142	266046	None
SAMN07450955	100.0	0.06	Neural Network (Specific Model)	11	0.878	99928	304.69946225851425	5221036	0.51	5021	179	378857	None
SAMN07450956	100.0	0.28	Neural Network (Specific Model)	11	0.882	139887	308.34122121276147	4955558	0.51	4733	139	422048	None
SAMN07537101	100.0	0.32	Neural Network (Specific Model)	11	0.881	223226	314.0385577323885	5124619	0.51	4798	109	317530	None
SAMN07537105	100.0	0.11	Neural Network (Specific Model)	11	0.875	85500	307.17584605175847	4754489	0.51	4521	183	226455	None
SAMN07537107	100.0	0.05	Neural Network (Specific Model)	11	0.88	135948	311.2744640203778	4989352	0.51	4711	111	591343	None
SAMN07537143	100.0	0.11	Neural Network (Specific Model)	11	0.882	146167	303.3613971330507	5100153	0.51	4953	159	333847	None
SAMN07537148	100.0	0.43	Neural Network (Specific Model)	11	0.887	279734	313.8370281605752	5304180	0.5	5007	99	710405	None
SAMN07608071	100.0	0.56	Neural Network (Specific Model)	11	0.88	120858	309.56906077348066	4958089	0.51	4706	146	286977	None
SAMN07608072	100.0	0.18	Neural Network (Specific Model)	11	0.88	180663	304.6943132826935	5052528	0.51	4871	188	409803	None
SAMN07608075	100.0	0.07	Neural Network (Specific Model)	11	0.881	141410	311.6702263989748	4958751	0.51	4682	101	606867	None
SAMN07645983	100.0	0.14	Neural Network (Specific Model)	11	0.882	188480	312.5939561608853	4986431	0.51	4699	98	355935	None
SAMN07645985	100.0	0.11	Neural Network (Specific Model)	11	0.88	100535	310.1188542112014	4938657	0.51	4678	151	248719	None
SAMN07645987	100.0	0.12	Neural Network (Specific Model)	11	0.878	107951	308.45535327264844	4856027	0.51	4614	153	258927	None
SAMN07645989	100.0	0.09	Neural Network (Specific Model)	11	0.883	94457	307.13440860215053	5036353	0.51	4836	130	263800	None
SAMN07645993	100.0	0.08	Neural Network (Specific Model)	11	0.886	75589	320.34144751141054	4984745	0.51	4601	159	334568	None
SAMN07645994	100.0	0.27	Neural Network (Specific Model)	11	0.874	66619	293.20263205336215	5571549	0.51	5547	337	320985	None
SAMN07665807	100.0	0.0	Neural Network (Specific Model)	11	0.887	178644	318.34061524743646	4824570	0.51	4486	96	818614	None
SAMN07665810	100.0	0.09	Neural Network (Specific Model)	11	0.88	123852	313.10850574712646	4637511	0.51	4350	105	384513	None
SAMN07665811	100.0	0.08	Neural Network (Specific Model)	11	0.878	109531	310.87234518220436	4741385	0.51	4473	127	273572	None
SAMN07722649	100.0	0.05	Neural Network (Specific Model)	11	0.874	91730	305.26778242677824	4998479	0.51	4780	205	210973	None
SAMN07747736	100.0	0.1	Neural Network (Specific Model)	11	0.88	136216	303.8356551584898	5120653	0.51	4953	137	261157	None
SAMN07747738	100.0	0.06	Neural Network (Specific Model)	11	0.884	192836	306.17031436530044	5211765	0.51	5026	120	659422	None
SAMN07747757	100.0	0.07	Neural Network (Specific Model)	11	0.876	106137	303.88522892065464	5012433	0.51	4827	147	319619	None
SAMN07747791	100.0	0.09	Neural Network (Specific Model)	11	0.88	188152	305.06957962311037	5012239	0.51	4829	138	399147	None
SAMN07747804	100.0	0.24	Neural Network (Specific Model)	11	0.88	180823	306.21889857369257	5261862	0.51	5048	131	387893	None
SAMN07781657	100.0	0.21	Neural Network (Specific Model)	11	0.878	135174	302.02020412414083	4945200	0.51	4801	189	239234	None
SAMN07781666	100.0	0.23	Neural Network (Specific Model)	11	0.875	120871	299.63806646525677	5088907	0.5	4965	205	258434	None
SAMN07781674	100.0	0.31	Neural Network (Specific Model)	11	0.878	137887	289.77177121771217	5354417	0.51	5420	376	260158	None
SAMN07781675	100.0	0.18	Neural Network (Specific Model)	11	0.875	109667	283.13121752041576	5221845	0.5	5388	398	374852	None
SAMN07781676	100.0	0.19	Neural Network (Specific Model)	11	0.874	105245	284.13592233009706	5215142	0.5	5356	395	374868	None
SAMN07781681	100.0	0.41	Neural Network (Specific Model)	11	0.869	59110	284.78985507246375	5144070	0.51	5244	695	179435	None
SAMN07781682	100.0	0.54	Neural Network (Specific Model)	11	0.869	58796	291.1277979720681	5242639	0.51	5227	430	187046	None
SAMN07781684	100.0	0.07	Neural Network (Specific Model)	11	0.871	67150	290.49902419984386	5119546	0.5	5124	282	247709	None
SAMN07781696	99.99	0.05	Neural Network (Specific Model)	11	0.869	66755	288.7373660030628	5194540	0.5	5224	306	391566	None
SAMN07781701	100.0	0.32	Neural Network (Specific Model)	11	0.874	99278	285.92410387710316	5355959	0.51	5468	405	286580	None
SAMN07781715	100.0	0.01	Neural Network (Specific Model)	11	0.875	124497	291.94507148231753	5309594	0.5	5316	343	365934	None
SAMN07839413	100.0	0.17	Neural Network (Specific Model)	11	0.879	82827	312.7573844419391	4725411	0.51	4435	151	243487	None
SAMN07839418	100.0	0.18	Neural Network (Specific Model)	11	0.878	109227	311.0776384083045	4906606	0.51	4624	154	235676	None
SAMN07839419	100.0	0.3	Neural Network (Specific Model)	11	0.873	76964	303.5079063883618	4939687	0.51	4743	201	222774	None
SAMN07839421	100.0	0.12	Neural Network (Specific Model)	11	0.88	185637	310.8801643954142	4893727	0.51	4623	125	410566	None
SAMN07839427	100.0	0.16	Neural Network (Specific Model)	11	0.88	113038	310.0516252390057	4966227	0.51	4707	129	410809	None
SAMN07839432	100.0	0.13	Neural Network (Specific Model)	11	0.878	99462	311.9886363636364	4774121	0.51	4488	103	325976	None
SAMN07955775	100.0	0.04	Neural Network (Specific Model)	11	0.87	53733	296.1281337047354	4758990	0.51	4667	283	205200	None
SAMN07955781	100.0	0.15	Neural Network (Specific Model)	11	0.88	248312	313.2590606905426	4969327	0.51	4663	85	568161	None
SAMN07955783	100.0	0.13	Neural Network (Specific Model)	11	0.878	196215	311.8752428232247	4931286	0.51	4633	131	442009	None
SAMN07955806	100.0	0.06	Neural Network (Specific Model)	11	0.88	170316	309.3522679101314	4970338	0.51	4718	170	378853	None
SAMN07955809	100.0	0.06	Neural Network (Specific Model)	11	0.878	144446	303.28316067438556	5094185	0.51	4923	186	444449	None
SAMN08025046	100.0	0.14	Neural Network (Specific Model)	11	0.884	111954	314.8684569868002	4687919	0.51	4394	123	291056	None
SAMN08025047	100.0	0.14	Neural Network (Specific Model)	11	0.877	120768	306.06513723883654	5099315	0.51	4882	148	289179	None
SAMN08025049	100.0	0.07	Neural Network (Specific Model)	11	0.88	111563	311.3272607550483	4829121	0.51	4556	145	334403	None
SAMN08025056	100.0	0.0	Neural Network (Specific Model)	11	0.873	47708	289.3941619949739	5135158	0.51	5173	283	154261	None
SAMN08051577	100.0	0.06	Neural Network (Specific Model)	11	0.88	82013	309.7677819632174	4757278	0.51	4513	128	481944	None
SAMN08051580	100.0	0.03	Neural Network (Specific Model)	11	0.878	60652	307.7107247591119	5008964	0.51	4774	230	195585	None
SAMN08051582	100.0	0.15	Neural Network (Specific Model)	11	0.877	74734	305.8516519110343	4838635	0.51	4631	193	192297	None
SAMN08146168	100.0	0.48	Neural Network (Specific Model)	11	0.882	181787	312.10143174027024	5255479	0.5	4959	132	532822	None
SAMN08146174	100.0	0.05	Neural Network (Specific Model)	11	0.882	70887	306.9040299127545	5017278	0.51	4814	206	198569	None
SAMN08146176	100.0	0.48	Neural Network (Specific Model)	11	0.882	174121	311.84899193548387	5253359	0.5	4960	150	533354	None
SAMN08146178	100.0	0.18	Neural Network (Specific Model)	11	0.877	116725	304.78539553752535	5128130	0.51	4930	163	345004	None
SAMN08146185	100.0	0.15	Neural Network (Specific Model)	11	0.875	149855	303.96624141315016	5297524	0.51	5095	142	373355	None
SAMN08146203	100.0	0.26	Neural Network (Specific Model)	11	0.872	84024	294.43820907617504	4989914	0.51	4936	298	178527	None
SAMN08146262	100.0	0.11	Neural Network (Specific Model)	11	0.877	177516	306.73736960523627	5120901	0.51	4889	179	403550	None
SAMN08146263	100.0	0.04	Neural Network (Specific Model)	11	0.882	88539	306.8046336881653	4992993	0.51	4791	202	255579	None
SAMN08146274	100.0	1.06	Neural Network (Specific Model)	11	0.88	247765	312.4199627252019	5135871	0.51	4829	188	450197	None
SAMN08146276	100.0	0.63	Neural Network (Specific Model)	11	0.879	272032	313.58483530142945	5159832	0.51	4827	118	525979	None
SAMN08146279	100.0	0.56	Neural Network (Specific Model)	11	0.88	172520	313.84551667011806	5160081	0.51	4829	115	468696	None
SAMN08146282	100.0	1.07	Neural Network (Specific Model)	11	0.879	291937	313.0147722609766	5198472	0.51	4874	94	530421	None
SAMN08146296	100.0	0.06	Neural Network (Specific Model)	11	0.882	98471	307.2831803005008	5002081	0.51	4792	178	269112	None
SAMN08146301	100.0	0.08	Neural Network (Specific Model)	11	0.876	167625	305.7656444260257	5044958	0.51	4826	166	372934	None
SAMN08146303	100.0	1.08	Neural Network (Specific Model)	11	0.879	312488	313.10706946157006	5189815	0.51	4866	98	879840	None
SAMN08146304	100.0	1.09	Neural Network (Specific Model)	11	0.874	108744	297.1036077705828	5504482	0.5	5405	216	305463	None
SAMN08146311	100.0	1.07	Neural Network (Specific Model)	11	0.879	361107	313.32722782465527	5186175	0.51	4859	95	612493	None
SAMN08167534	100.0	0.28	Neural Network (Specific Model)	11	0.875	128815	307.19543509272467	5157984	0.51	4907	166	338165	None
SAMN08167597	100.0	0.09	Neural Network (Specific Model)	11	0.875	166154	309.87446376157146	4700081	0.51	4429	125	497452	None
SAMN08167608	100.0	0.09	Neural Network (Specific Model)	11	0.88	137441	312.4314359637775	4928651	0.51	4638	110	330176	None
SAMN08167609	100.0	0.31	Neural Network (Specific Model)	11	0.88	150468	304.54825849769196	4937302	0.51	4766	174	590504	None
SAMN08167632	100.0	0.11	Neural Network (Specific Model)	11	0.877	73944	307.94623889009324	4853386	0.51	4613	208	255310	None
SAMN08182231	100.0	0.05	Neural Network (Specific Model)	11	0.876	131281	307.34942932396837	4786533	0.51	4556	145	529630	None
SAMN08182233	100.0	0.11	Neural Network (Specific Model)	11	0.881	100594	311.58645470383277	4864280	0.51	4592	160	234050	None
SAMN08182234	100.0	0.11	Neural Network (Specific Model)	11	0.874	64108	301.06481669029773	5090300	0.51	4937	266	186452	None
SAMN08182235	100.0	0.15	Neural Network (Specific Model)	11	0.879	96781	311.71807065217394	4689776	0.51	4416	137	377978	None
SAMN08226274	100.0	0.15	Neural Network (Specific Model)	11	0.878	50384	297.39680729760545	4449767	0.51	4385	230	248554	None
SAMN08272744	100.0	0.19	Neural Network (Specific Model)	11	0.883	183101	316.3018367346939	5255669	0.51	4900	137	550437	None
SAMN08272745	99.99	0.02	Neural Network (Specific Model)	11	0.877	88680	306.08155339805825	4843192	0.51	4635	175	203447	None
SAMN08272747	100.0	0.23	Neural Network (Specific Model)	11	0.878	111523	312.17072610294116	4632849	0.51	4352	124	317397	None
SAMN08289295	100.0	0.29	Neural Network (Specific Model)	11	0.88	154421	306.50462032944955	5193019	0.51	4978	143	397546	None
SAMN08289303	100.0	0.19	Neural Network (Specific Model)	11	0.873	97568	300.42523900573616	5387269	0.51	5230	241	272651	None
SAMN08289312	100.0	0.29	Neural Network (Specific Model)	11	0.877	99605	302.60380057212916	5055347	0.51	4894	221	579134	None
SAMN08289315	100.0	0.06	Neural Network (Specific Model)	11	0.867	48849	292.2399918715708	4969259	0.51	4921	316	200632	None
SAMN08347846	100.0	0.12	Neural Network (Specific Model)	11	0.878	67666	298.07282913165267	5079987	0.51	4998	209	233343	None
SAMN08362293	100.0	1.07	Neural Network (Specific Model)	11	0.878	204045	308.9058618435389	4834621	0.51	4589	118	411502	None
SAMN08362363	100.0	0.1	Neural Network (Specific Model)	11	0.882	116213	317.24484963296237	4550336	0.51	4223	92	320387	None
SAMN08362365	100.0	0.17	Neural Network (Specific Model)	11	0.879	147088	309.1307189542484	4996891	0.51	4743	165	376134	None
SAMN08362366	100.0	0.06	Neural Network (Specific Model)	11	0.883	232901	309.5321933713321	4971721	0.51	4737	147	547743	None
SAMN08380139	100.0	0.12	Neural Network (Specific Model)	11	0.875	134788	305.14044715447153	5136421	0.51	4920	202	318762	None
SAMN08380141	100.0	0.05	Neural Network (Specific Model)	11	0.876	104414	306.2331402565163	5058861	0.51	4834	195	276035	None
SAMN08380144	100.0	0.16	Neural Network (Specific Model)	11	0.871	89271	297.4528228924981	5291971	0.51	5172	245	224137	None
SAMN08387162	100.0	0.01	Neural Network (Specific Model)	11	0.877	147689	305.58204798628964	4870234	0.51	4668	128	467456	None
