target_genome	Collection_Date	Latitude	Longitude	Generic_Host	Source_Niche	Source_Type	PhG	ST	CC	Number_Inc	Acq_Resist	Year	n_contigs_genome	n_hits_genome	median_pid_genome	median_cov_genome	mean_n_hits.blast	n_hits_genome_category	bakta.n_hits_genome	has_tra_hit	n.multihit.genes	bakta.n_distinct_hits	bakta.n_hits_genome_category	is.functional	n.distinct.func.genes	n.func.genes	is.functional.noreg	n.distinct.func.genes.noreg	n.func.genes.noreg	n.distinct.MPF_GENES	has_mandatory	has_relaxase	is.functional.coluzzi.3	is.functional.coluzzi.6	is.functional.coluzzi.12	mob_classification_coluzzi	mob_classification	functional_category	n_MPF_types	n_relaxase_types	n_virb4_types	n_t4cp_types	MOBC.n_genes	MOBF.n_genes	MOBH.n_genes	MOBP1.n_genes	virb4.n_genes	MPF_F.n_genes	MPF_I.n_genes	MPF_T.n_genes	MOBQ.n_genes	MPF_G.n_genes	MOBV.n_genes	MOBC.n_distinct_genes	MOBF.n_distinct_genes	MOBH.n_distinct_genes	MOBP1.n_distinct_genes	virb4.n_distinct_genes	MPF_F.n_distinct_genes	MPF_I.n_distinct_genes	MPF_T.n_distinct_genes	MOBQ.n_distinct_genes	MPF_G.n_distinct_genes	MOBV.n_distinct_genes	n.nonF_relaxase_types	n.nonF_MPF_types	n.replicons	n.incF.replicons	has.incF_replicon
SAMN08472603	2018-01-01	40.6331249	-89.3985283	Swine	Livestock	Swine	F	8089	NA	5	Yes	2018	2	36	98.8615	100	1	[30,40)	34	1	0	34	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	2	1	0	NA	1	NA	NA	1	11	2	NA	2	NA	NA	NA	1	NA	NA	1	10	2	NA	1	NA	NA	1	1	4	2	TRUE
SAMN08500545	2018-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	A	542	NA	4	Yes	2018	2	31	98.83	100	0.861111111111111	[30,40)	29	1	1	28	[23,36)	TRUE	23	24	TRUE	20	21	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	1	1	1	0	NA	1	NA	NA	1	10	NA	NA	NA	NA	NA	NA	1	NA	NA	1	10	NA	NA	NA	NA	NA	0	0	4	2	TRUE
SAMN08500551	2018-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	B1	1079	NA	2	Yes	2018	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	0	2	0	FALSE
SAMN08500546	2018-01-01	40.6331249	-89.3985283	Swine	Livestock	Swine	B2	131	ST131 Cplx	3	Yes	2018	1	33	99.24	100	0.916666666666667	[30,40)	33	1	0	33	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	1	1	1	0	NA	1	NA	NA	1	10	NA	NA	NA	NA	NA	NA	1	NA	NA	1	10	NA	NA	NA	NA	NA	0	0	4	3	TRUE
SAMN08500542	2017-01-01	40.4172871	-82.907123	Poultry	Livestock	Turkey	B1	155	ST155 Cplx	4	Yes	2017	2	36	98.9	100	1	[30,40)	34	1	0	34	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	3	3	1	0	1	1	NA	2	2	12	15	4	NA	NA	NA	1	1	NA	1	1	10	15	4	NA	NA	NA	2	2	5	3	TRUE
SAMN08522365	2018-01-01	37.8393332	-84.2700179	Swine	Livestock	Swine	C	88	ST23 Cplx	7	Yes	2018	12	57	99.16	100	1.58333333333333	[40,110]	52	1	14	35	[36,84]	TRUE	23	37	TRUE	20	33	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	3	3	1	0	NA	1	1	1	1	27	2	1	NA	NA	NA	NA	1	1	1	1	11	2	1	NA	NA	NA	2	2	5	2	TRUE
SAMN08522369	2018-01-01	35.7595731	-79.0192997	Swine	Livestock	Swine	A	1721	ST10 Cplx	3	Yes	2018	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	3	1	TRUE
SAMN08522366	2018-01-01	46.729553	-94.6858998	Poultry	Livestock	Turkey	B1	58	ST155 Cplx	4	Yes	2018	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	0	2	0	0	NA	NA	NA	1	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	2	0	4	0	FALSE
SAMN08522363	2018-01-01	44.3148443	-85.6023643	Swine	Livestock	Swine	B1	58	ST155 Cplx	5	Yes	2018	1	8	98.4935	98.889	0.222222222222222	[5,30)	7	1	0	7	[5,23)	FALSE	4	4	FALSE	4	4	1	FALSE	1	FALSE	FALSE	FALSE	mob	mob	missing	1	3	0	0	NA	1	NA	1	NA	1	NA	NA	1	NA	NA	NA	1	NA	1	NA	1	NA	NA	1	NA	NA	2	0	4	3	TRUE
SAMN08522364	2018-01-01	40.4172871	-82.907123	Swine	Livestock	Swine	B1	5901	NA	4	Yes	2018	1	34	94.8665	100	0.944444444444444	[30,40)	31	1	0	31	[23,36)	FALSE	22	22	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	incomplete	1	1	1	0	NA	1	NA	NA	1	11	NA	NA	NA	NA	NA	NA	1	NA	NA	1	11	NA	NA	NA	NA	NA	0	0	4	3	TRUE
SAMN08522362	2018-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	A	93	ST168 Cplx	3	Yes	2018	1	11	98.936	100	0.305555555555556	[5,30)	12	1	0	12	[5,23)	FALSE	10	10	FALSE	7	7	4	FALSE	1	FALSE	FALSE	FALSE	pdconj	mob	incomplete	3	0	0	0	NA	NA	NA	NA	NA	4	2	1	NA	NA	NA	NA	NA	NA	NA	NA	3	2	1	NA	NA	NA	0	2	3	2	TRUE
SAMN08581899	2018-01-01	31.9685988	-99.9018131	Bovine	Livestock	Bovine	A	10	ST10 Cplx	4	Yes	2018	1	34	98.73	100	0.944444444444444	[30,40)	32	1	0	32	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	3	1	0	NA	1	NA	1	1	15	15	NA	2	NA	NA	NA	1	NA	1	1	10	15	NA	1	NA	NA	2	1	3	1	TRUE
SAMN08581900	2018-01-01	36.778261	-119.4179324	Swine	Livestock	Swine	B1	101	ST101 Cplx	4	Yes	2018	2	11	99.248	100	0.305555555555556	[5,30)	7	1	0	7	[5,23)	FALSE	7	7	FALSE	4	4	3	FALSE	0	FALSE	FALSE	FALSE	mobless	mobless	incomplete	1	1	0	0	NA	NA	NA	NA	NA	3	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	1	NA	NA	1	0	2	1	TRUE
SAMN08581898	2018-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	A	10	ST10 Cplx	3	Yes	2018	3	31	98.795	100	0.861111111111111	[30,40)	28	1	0	28	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	1	1	0	NA	1	NA	NA	1	12	NA	1	NA	NA	NA	NA	1	NA	NA	1	10	NA	1	NA	NA	NA	0	1	4	2	TRUE
SAMN08581897	2018-01-01	37.8393332	-84.2700179	Swine	Livestock	Swine	B1	58	ST155 Cplx	7	Yes	2018	1	35	98.864	100	0.972222222222222	[30,40)	34	1	0	34	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	4	4	1	0	NA	1	1	1	2	10	16	1	2	18	NA	NA	1	1	1	1	10	15	1	1	18	NA	3	3	9	3	TRUE
SAMN08581720	2018-01-01	39.5500507	-105.7820674	Bovine	Livestock	Bovine	B1	8140	NA	1	Yes	2018	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	1	1	0	0	NA	NA	NA	2	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	1	0	0	0	FALSE
SAMN08581714	2018-01-01	37.9642529	-91.8318334	Swine	Livestock	Swine	C	88	ST23 Cplx	4	Yes	2018	2	35	99.206	100	0.972222222222222	[30,40)	34	1	0	34	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	3	1	0	NA	1	NA	1	1	11	3	NA	1	NA	NA	NA	1	NA	1	1	10	2	NA	1	NA	NA	2	1	4	2	TRUE
SAMN08581716	2018-01-01	37.8393332	-84.2700179	Swine	Livestock	Swine	B2	131	ST131 Cplx	3	Yes	2018	1	33	99.13	100	0.916666666666667	[30,40)	33	1	0	33	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	2	1	0	NA	1	NA	1	1	11	15	NA	NA	NA	NA	NA	1	NA	1	1	10	15	NA	NA	NA	NA	1	1	3	1	TRUE
SAMN08624234	2018-01-01	36.778261	-119.4179324	Swine	Livestock	Swine	A	10	ST10 Cplx	4	Yes	2018	2	35	98.837	100	0.972222222222222	[30,40)	32	1	0	32	[23,36)	FALSE	21	21	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	incomplete	1	1	1	0	NA	1	NA	NA	1	10	NA	NA	NA	NA	NA	NA	1	NA	NA	1	10	NA	NA	NA	NA	NA	0	0	4	3	TRUE
SAMN08624236	2018-01-01	41.2033216	-77.1945247	Bovine	Livestock	Bovine	B1	441	NA	6	No	2018	1	36	98.6225	100	1	[30,40)	34	1	0	34	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	2	1	0	NA	1	NA	2	4	12	NA	12	NA	NA	NA	NA	1	NA	1	1	11	NA	6	NA	NA	NA	1	1	4	2	TRUE
SAMN08624227	2018-01-01	36.778261	-119.4179324	Swine	Livestock	Swine	A	10	ST10 Cplx	2	Yes	2018	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	2	1	1	0	1	NA	NA	NA	1	1	NA	3	NA	NA	NA	1	NA	NA	NA	1	1	NA	3	NA	NA	NA	1	1	1	1	TRUE
SAMN08624231	2018-01-01	35.0077519	-97.092877	Swine	Livestock	Swine	B1	1196	NA	7	Yes	2018	4	19	98.63	100	0.527777777777778	[5,30)	14	1	1	13	[5,23)	FALSE	12	13	FALSE	9	10	5	FALSE	0	FALSE	FALSE	FALSE	mobless	mobless	incomplete	2	3	1	0	NA	NA	1	3	2	14	NA	3	1	NA	NA	NA	NA	1	1	1	11	NA	3	1	NA	NA	3	1	9	1	TRUE
SAMN08631246	2018-01-01	44.3148443	-85.6023643	Swine	Livestock	Swine	B1	8160	NA	4	Yes	2018	22	64	99.4315	100	1.77777777777778	[40,110]	46	1	16	29	[36,84]	FALSE	21	35	FALSE	18	32	12	FALSE	0	FALSE	FALSE	FALSE	mobless	mobless	incomplete	1	2	1	0	NA	1	NA	2	2	19	NA	NA	NA	NA	NA	NA	1	NA	1	1	10	NA	NA	NA	NA	NA	1	0	5	3	TRUE
SAMN08631252	2018-01-01	39.5500507	-105.7820674	Swine	Livestock	Swine	B1	101	ST101 Cplx	1	Yes	2018	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	1	0	0	0	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0	0	1	0	FALSE
SAMN08631251	2018-01-01	36.778261	-119.4179324	Swine	Livestock	Swine	A	10	ST10 Cplx	6	Yes	2018	2	32	99.169	100	0.888888888888889	[30,40)	31	1	0	31	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	1	1	1	0	NA	1	NA	NA	1	10	NA	NA	NA	NA	NA	NA	1	NA	NA	1	10	NA	NA	NA	NA	NA	0	0	5	2	TRUE
SAMN08631254	2018-01-01	40.6331249	-89.3985283	Swine	Livestock	Swine	B1	58	ST155 Cplx	3	Yes	2018	1	31	99.13	100	0.861111111111111	[30,40)	30	1	0	30	[23,36)	FALSE	21	21	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	incomplete	1	2	1	0	NA	1	NA	1	1	10	NA	NA	NA	NA	NA	NA	1	NA	1	1	10	NA	NA	NA	NA	NA	1	0	3	2	TRUE
SAMN08714144	2018-01-01	32.3182314	-86.902298	Swine	Livestock	Swine	A	10	ST10 Cplx	2	Yes	2018	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	0	2	0	0	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	2	0	2	1	TRUE
SAMN08714137	2018-01-01	41.2033216	-77.1945247	Swine	Livestock	Swine	C	88	ST23 Cplx	4	Yes	2018	1	33	99.24	100	0.916666666666667	[30,40)	32	1	0	32	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	3	1	0	1	1	NA	1	2	13	NA	5	NA	NA	NA	1	1	NA	1	1	10	NA	5	NA	NA	NA	2	1	3	2	TRUE
SAMN08714135	2018-01-01	35.0077519	-97.092877	Swine	Livestock	Swine	B1	603	NA	4	Yes	2018	2	34	98.936	100	0.944444444444444	[30,40)	32	1	0	32	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	2	1	0	NA	1	NA	1	2	11	NA	7	NA	NA	NA	NA	1	NA	1	1	10	NA	6	NA	NA	NA	1	1	5	1	TRUE
SAMN08714138	2018-01-01	31.9685988	-99.9018131	Bovine	Livestock	Bovine	B1	336	ST278 Cplx	3	Yes	2018	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	3	1	0	0	NA	NA	NA	2	NA	2	15	3	NA	NA	NA	NA	NA	NA	1	NA	1	15	3	NA	NA	NA	1	2	4	0	FALSE
SAMN08719150	2018-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	B1	29	ST29 Cplx	7	Yes	2018	18	65	99.091	100	1.80555555555556	[40,110]	53	1	23	29	[36,84]	FALSE	21	38	FALSE	18	33	11	TRUE	1	TRUE	TRUE	FALSE	conj	mob	incomplete	3	4	1	0	NA	4	1	2	4	39	15	1	1	NA	NA	NA	1	1	1	1	12	15	1	1	NA	NA	3	2	9	3	TRUE
SAMN08719153	2018-01-01	40.4172871	-82.907123	Swine	Livestock	Swine	A	93	ST168 Cplx	6	Yes	2018	4	18	98.9	100	0.5	[5,30)	16	1	2	14	[5,23)	FALSE	10	11	FALSE	7	8	4	FALSE	1	FALSE	FALSE	FALSE	pdconj	mob	incomplete	2	1	1	0	NA	2	NA	NA	1	4	NA	1	NA	NA	NA	NA	1	NA	NA	1	4	NA	1	NA	NA	NA	0	1	5	3	TRUE
SAMN08719144	2018-01-01	37.4315734	-78.6568942	Swine	Livestock	Swine	B1	336	ST278 Cplx	2	Yes	2018	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	2	1	0	0	NA	NA	NA	1	NA	2	15	NA	NA	NA	NA	NA	NA	NA	1	NA	1	15	NA	NA	NA	NA	1	1	2	0	FALSE
SAMN08719220	2018-01-01	35.7595731	-79.0192997	Swine	Livestock	Swine	A	5909	ST10 Cplx	4	Yes	2018	1	33	98.079	100	0.916666666666667	[30,40)	31	1	0	31	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	1	1	1	0	NA	1	NA	NA	1	10	NA	NA	NA	NA	NA	NA	1	NA	NA	1	10	NA	NA	NA	NA	NA	0	0	3	1	TRUE
SAMN08719212	2018-01-01	44.3148443	-85.6023643	Swine	Livestock	Swine	E	1508	NA	3	Yes	2018	2	32	99.551	100	0.888888888888889	[30,40)	30	1	0	30	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	1	1	1	0	NA	1	NA	NA	1	10	NA	NA	NA	NA	NA	NA	1	NA	NA	1	10	NA	NA	NA	NA	NA	0	0	3	1	TRUE
SAMN08719219	2018-01-01	37.9642529	-91.8318334	Swine	Livestock	Swine	A	1080	NA	3	Yes	2018	2	36	98.7445	100	1	[30,40)	33	1	0	33	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	1	2	1	0	NA	1	NA	NA	1	11	NA	NA	1	NA	NA	NA	1	NA	NA	1	10	NA	NA	1	NA	NA	1	0	4	3	TRUE
SAMN08719215	2018-01-01	35.5174913	-86.5804473	Swine	Livestock	Swine	B1	641	ST86 Cplx	6	Yes	2018	5	42	98.594	100	1.16666666666667	[40,110]	35	1	4	31	[23,36)	TRUE	23	25	TRUE	20	22	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	1	3	1	0	NA	1	1	1	2	20	NA	NA	NA	NA	NA	NA	1	1	1	1	12	NA	NA	NA	NA	NA	2	0	7	5	TRUE
SAMN08719214	2018-01-01	35.5174913	-86.5804473	Swine	Livestock	Swine	A	3274	ST10 Cplx	3	Yes	2018	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	2	0	FALSE
SAMN08719213	2018-01-01	35.7595731	-79.0192997	Swine	Livestock	Swine	F	117	NA	6	Yes	2018	4	40	98.424	100	1.11111111111111	[40,110]	36	1	2	34	[36,84]	TRUE	23	25	TRUE	20	22	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	1	2	1	0	NA	1	NA	NA	1	12	NA	NA	1	NA	NA	NA	1	NA	NA	1	10	NA	NA	1	NA	NA	1	0	5	2	TRUE
SAMN08767334	2018-01-01	33.836081	-81.1637245	Poultry	Livestock	Turkey	B1	58	ST155 Cplx	3	Yes	2018	7	43	98.63	100	1.19444444444444	[40,110]	34	1	3	31	[23,36)	TRUE	23	25	TRUE	20	22	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	1	1	1	0	NA	1	NA	NA	2	11	NA	NA	NA	NA	NA	NA	1	NA	NA	1	10	NA	NA	NA	NA	NA	0	0	4	3	TRUE
SAMN08767333	2018-01-01	44.3148443	-85.6023643	Swine	Livestock	Swine	B1	58	ST155 Cplx	4	Yes	2018	2	33	99.13	100	0.916666666666667	[30,40)	31	1	0	31	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	1	2	1	0	NA	1	NA	2	1	10	NA	NA	NA	NA	NA	NA	1	NA	1	1	10	NA	NA	NA	NA	NA	1	0	6	2	TRUE
SAMN08851692	2018-01-01	35.7595731	-79.0192997	Swine	Livestock	Swine	A	993	ST10 Cplx	3	Yes	2018	2	37	98.496	100	1.02777777777778	[30,40)	33	1	0	33	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	3	1	0	NA	1	NA	2	1	10	15	NA	1	NA	NA	NA	1	NA	1	1	10	15	NA	1	NA	NA	2	1	5	2	TRUE
SAMN08851693	2018-01-01	32.1656221	-82.9000751	Bovine	Livestock	Bovine	B1	446	ST446 Cplx	1	Yes	2018	1	32	98.5185	100	0.888888888888889	[30,40)	31	1	0	31	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	1	2	1	0	NA	1	NA	1	1	11	NA	NA	NA	NA	NA	NA	1	NA	1	1	10	NA	NA	NA	NA	NA	1	0	2	2	TRUE
SAMN08851686	2018-01-01	46.729553	-94.6858998	Swine	Livestock	Swine	C	88	ST23 Cplx	5	Yes	2018	1	35	98.864	100	0.972222222222222	[30,40)	34	1	0	34	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	3	1	0	NA	1	NA	1	2	12	NA	6	1	NA	NA	NA	1	NA	1	1	10	NA	6	1	NA	NA	2	1	6	2	TRUE
SAMN08851681	2018-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	B1	58	ST155 Cplx	6	Yes	2018	26	68	99.01	96.4355	1.88888888888889	[40,110]	50	1	18	32	[36,84]	FALSE	21	33	FALSE	18	27	10	TRUE	1	TRUE	TRUE	FALSE	conj	mob	incomplete	1	2	1	0	NA	2	NA	NA	2	19	NA	NA	1	NA	NA	NA	1	NA	NA	1	10	NA	NA	1	NA	NA	1	0	6	4	TRUE
SAMN08851689	2018-01-01	46.729553	-94.6858998	Bovine	Livestock	Bovine	B1	4198	NA	0	Yes	2018	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	3	1	1	0	NA	NA	NA	1	1	2	NA	1	NA	18	NA	NA	NA	NA	1	1	1	NA	1	NA	18	NA	1	2	0	0	FALSE
SAMN08851683	2018-01-01	44.3148443	-85.6023643	Swine	Livestock	Swine	A	5133	NA	6	Yes	2018	1	32	98.8455	100	0.888888888888889	[30,40)	31	1	1	30	[23,36)	TRUE	23	24	TRUE	20	21	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	3	1	0	NA	1	1	1	2	22	NA	1	NA	NA	NA	NA	1	1	1	1	11	NA	1	NA	NA	NA	2	1	6	3	TRUE
SAMN08863902	2018-01-01	40.2671941	-86.1349019	Swine	Livestock	Swine	F	117	NA	4	Yes	2018	10	43	98.558	100	1.19444444444444	[40,110]	38	1	6	32	[36,84]	TRUE	23	27	TRUE	20	24	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	1	2	1	0	NA	1	NA	NA	1	14	NA	NA	2	NA	NA	NA	1	NA	NA	1	10	NA	NA	1	NA	NA	1	0	3	3	TRUE
SAMN08863905	2018-01-01	37.4315734	-78.6568942	Swine	Livestock	Swine	A	3944	ST10 Cplx	3	Yes	2018	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	0	1	0	0	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	0	5	1	TRUE
SAMN08863899	2018-01-01	41.4925374	-99.9018131	Swine	Livestock	Swine	E	8207	NA	2	Yes	2018	1	2	96.079	53.495	0.0555555555555556	[0,5)	4	1	1	3	[0,5)	FALSE	2	3	FALSE	2	3	0	FALSE	1	FALSE	FALSE	FALSE	mob	mob	missing	3	2	0	0	NA	2	NA	2	NA	1	15	6	NA	NA	NA	NA	1	NA	1	NA	1	15	6	NA	NA	NA	1	2	3	1	TRUE
SAMN08863906	2018-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	C	8208	NA	4	Yes	2018	1	35	98.936	100	0.972222222222222	[30,40)	34	1	0	34	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	2	1	0	NA	1	NA	1	1	11	NA	3	NA	NA	NA	NA	1	NA	1	1	10	NA	3	NA	NA	NA	1	1	5	3	TRUE
SAMN08863903	2018-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	B1	1079	NA	3	Yes	2018	4	35	98.936	100	0.972222222222222	[30,40)	31	1	2	29	[23,36)	FALSE	22	24	FALSE	19	21	11	TRUE	1	TRUE	TRUE	FALSE	conj	mob	incomplete	1	1	1	0	NA	1	NA	NA	1	14	NA	NA	NA	NA	NA	NA	1	NA	NA	1	10	NA	NA	NA	NA	NA	0	0	3	3	TRUE
SAMN08910001	2018-01-01	46.729553	-94.6858998	Swine	Livestock	Swine	B1	4379	NA	7	Yes	2018	2	32	98.568	100	0.888888888888889	[30,40)	30	1	0	30	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	2	2	1	0	NA	1	1	NA	3	20	NA	6	NA	NA	NA	NA	1	1	NA	1	12	NA	6	NA	NA	NA	1	1	6	3	TRUE
SAMN08909999	2018-01-01	40.7127753	-74.0059728	Swine	Livestock	Swine	C	88	ST23 Cplx	4	Yes	2018	1	31	99.13	100	0.861111111111111	[30,40)	31	1	0	31	[23,36)	FALSE	21	21	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	incomplete	1	2	1	0	NA	1	NA	NA	1	10	NA	NA	1	NA	NA	NA	1	NA	NA	1	10	NA	NA	1	NA	NA	1	0	3	2	TRUE
SAMN08910000	2018-01-01	36.778261	-119.4179324	Swine	Livestock	Swine	B1	5409	NA	5	Yes	2018	1	30	98.83	100	0.833333333333333	[30,40)	27	1	0	27	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	4	2	1	0	NA	1	NA	1	2	10	15	2	NA	11	NA	NA	1	NA	1	1	10	15	2	NA	11	NA	1	3	5	1	TRUE
SAMN08899176	2018-01-01	35.7595731	-79.0192997	Swine	Livestock	Swine	B1	2077	NA	4	Yes	2018	0	0	0	0	0	[0,5)	0	0	0	0	[0,5)	FALSE	0	0	FALSE	0	0	0	FALSE	0	FALSE	FALSE	FALSE	no.transfer.gene	no.transfer.gene	missing	0	2	0	0	NA	NA	NA	1	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	2	0	7	0	FALSE
SAMN08899174	2018-01-01	43.7844397	-88.7878678	Bovine	Livestock	Bovine	B1	58	ST155 Cplx	2	Yes	2018	1	36	98.8455	100	1	[30,40)	33	1	0	33	[23,36)	TRUE	23	23	TRUE	20	20	12	TRUE	1	TRUE	TRUE	TRUE	conj	conj	complete	1	1	1	0	NA	1	NA	NA	1	12	NA	NA	NA	NA	NA	NA	1	NA	NA	1	10	NA	NA	NA	NA	NA	0	0	3	3	TRUE
