target_genome	target	n_hits_contig	median_pid	median_cov	contig_seq_len	Collection_Date	Latitude	Longitude	Generic_Host	Source_Niche	Source_Type	PhG	ST	CC	Number_Inc	Acq_Resist	Year	genome_contig
1360	SAMN08146313	contig_114	1	100	63.934	1561	2017-09-01	35.7595731	-79.0192997	Poultry	Poultry	Turkey	D	38	ST38 Cplx	6	Yes	2017	SAMN08146313_contig_114
1361	SAMN08146313	contig_144	1	92.118	96.209	7501	2017-09-01	35.7595731	-79.0192997	Poultry	Poultry	Turkey	D	38	ST38 Cplx	6	Yes	2017	SAMN08146313_contig_144
1362	SAMN08146313	contig_156	14	98.454	100	13195	2017-09-01	35.7595731	-79.0192997	Poultry	Poultry	Turkey	D	38	ST38 Cplx	6	Yes	2017	SAMN08146313_contig_156
1363	SAMN08146313	contig_26	4	96.101	61.603	4569	2017-09-01	35.7595731	-79.0192997	Poultry	Poultry	Turkey	D	38	ST38 Cplx	6	Yes	2017	SAMN08146313_contig_26
1364	SAMN08146313	contig_41	1	98.574	35.934	1894	2017-09-01	35.7595731	-79.0192997	Poultry	Poultry	Turkey	D	38	ST38 Cplx	6	Yes	2017	SAMN08146313_contig_41
1365	SAMN08146313	contig_45	1	100	98.63	2405	2017-09-01	35.7595731	-79.0192997	Poultry	Poultry	Turkey	D	38	ST38 Cplx	6	Yes	2017	SAMN08146313_contig_45
1366	SAMN08146313	contig_51	4	98.677	99.245	4602	2017-09-01	35.7595731	-79.0192997	Poultry	Poultry	Turkey	D	38	ST38 Cplx	6	Yes	2017	SAMN08146313_contig_51
1367	SAMN08146313	contig_60	2	99.6185	70.223	3070	2017-09-01	35.7595731	-79.0192997	Poultry	Poultry	Turkey	D	38	ST38 Cplx	6	Yes	2017	SAMN08146313_contig_60
1368	SAMN08146313	contig_71	11	98.413	100	10789	2017-09-01	35.7595731	-79.0192997	Poultry	Poultry	Turkey	D	38	ST38 Cplx	6	Yes	2017	SAMN08146313_contig_71
1369	SAMN08146313	contig_85	1	98.732	35.913	1894	2017-09-01	35.7595731	-79.0192997	Poultry	Poultry	Turkey	D	38	ST38 Cplx	6	Yes	2017	SAMN08146313_contig_85
1370	SAMN08146313	contig_93	7	98.859	100	4473	2017-09-01	35.7595731	-79.0192997	Poultry	Poultry	Turkey	D	38	ST38 Cplx	6	Yes	2017	SAMN08146313_contig_93
1371	SAMN08146313	contig_97	2	94.055	69.1525	2889	2017-09-01	35.7595731	-79.0192997	Poultry	Poultry	Turkey	D	38	ST38 Cplx	6	Yes	2017	SAMN08146313_contig_97
1372	SAMN08146314	contig_138	5	97.404	100	11562	2017-09-01	35.7595731	-79.0192997	Poultry	Poultry	Turkey	B2	7804	NA	6	Yes	2017	SAMN08146314_contig_138
1373	SAMN08146314	contig_94	27	97.959	100	22347	2017-09-01	35.7595731	-79.0192997	Poultry	Poultry	Turkey	B2	7804	NA	6	Yes	2017	SAMN08146314_contig_94
1374	SAMN08146317	contig_132	23	98.901	100	22533	2017-11-01	35.7595731	-79.0192997	Poultry	Poultry	Turkey	A	69	ST69 Cplx	4	Yes	2017	SAMN08146317_contig_132
1375	SAMN08146317	contig_289	5	98.405	100	14610	2017-11-01	35.7595731	-79.0192997	Poultry	Poultry	Turkey	A	69	ST69 Cplx	4	Yes	2017	SAMN08146317_contig_289
1376	SAMN08146317	contig_76	2	100	97.379	1370	2017-11-01	35.7595731	-79.0192997	Poultry	Poultry	Turkey	A	69	ST69 Cplx	4	Yes	2017	SAMN08146317_contig_76
1377	SAMN08167534	contig_136	3	100	100	4203	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	F	117	NA	5	Yes	2017	SAMN08167534_contig_136
1378	SAMN08167534	contig_152	27	98.63	100	20395	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	F	117	NA	5	Yes	2017	SAMN08167534_contig_152
1379	SAMN08167534	contig_48	6	99.3925	100	14997	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	F	117	NA	5	Yes	2017	SAMN08167534_contig_48
1380	SAMN08167597	contig_27	1	99.485	100	3368	2017-01-01	46.729553	-94.6858998	Swine	Livestock	Swine	A	10	ST10 Cplx	4	Yes	2017	SAMN08167597_contig_27
1381	SAMN08167597	contig_96	2	94.062	99.8765	7617	2017-01-01	46.729553	-94.6858998	Swine	Livestock	Swine	A	10	ST10 Cplx	4	Yes	2017	SAMN08167597_contig_96
1382	SAMN08167608	contig_73	33	99.24	100	52742	2017-01-01	44.3148443	-85.6023643	Swine	Livestock	Swine	B1	58	ST155 Cplx	3	Yes	2017	SAMN08167608_contig_73
1383	SAMN08167633	contig_10	5	98.462	100	20920	2017-01-01	39.011902	-98.4842465	Bovine	Livestock	Bovine	B1	58	ST155 Cplx	3	Yes	2017	SAMN08167633_contig_10
1384	SAMN08167633	contig_92	7	99.125	100	6326	2017-01-01	39.011902	-98.4842465	Bovine	Livestock	Bovine	B1	58	ST155 Cplx	3	Yes	2017	SAMN08167633_contig_92
1385	SAMN08167634	contig_11	31	99.13	100	39943	2017-01-01	41.4925374	-99.9018131	Swine	Livestock	Swine	C	88	ST23 Cplx	4	Yes	2017	SAMN08167634_contig_11
1386	SAMN08182233	contig_101	26	99.0155	100	18480	2017-01-01	37.8393332	-84.2700179	Swine	Livestock	Swine	B1	7964	NA	3	No	2017	SAMN08182233_contig_101
1387	SAMN08182233	contig_26	1	100	43.326	969	2017-01-01	37.8393332	-84.2700179	Swine	Livestock	Swine	B1	7964	NA	3	No	2017	SAMN08182233_contig_26
1388	SAMN08182233	contig_41	2	93.8865	90.869	5161	2017-01-01	37.8393332	-84.2700179	Swine	Livestock	Swine	B1	7964	NA	3	No	2017	SAMN08182233_contig_41
1389	SAMN08182233	contig_68	4	98.7755	95.585	7512	2017-01-01	37.8393332	-84.2700179	Swine	Livestock	Swine	B1	7964	NA	3	No	2017	SAMN08182233_contig_68
1390	SAMN08226267	contig_110	1	54.054	50.685	55025	2017-01-01	40.2671941	-86.1349019	Swine	Livestock	Swine	B1	847	NA	9	Yes	2017	SAMN08226267_contig_110
1391	SAMN08226267	contig_162	9	58.763	93.656	48517	2017-01-01	40.2671941	-86.1349019	Swine	Livestock	Swine	B1	847	NA	9	Yes	2017	SAMN08226267_contig_162
1392	SAMN08226267	contig_35	34	98.373	100	35377	2017-01-01	40.2671941	-86.1349019	Swine	Livestock	Swine	B1	847	NA	9	Yes	2017	SAMN08226267_contig_35
1393	SAMN08226272	contig_127	1	54.054	50.685	52105	2017-01-01	41.4925374	-99.9018131	Swine	Livestock	Swine	F	117	NA	3	Yes	2017	SAMN08226272_contig_127
1394	SAMN08226272	contig_131	31	99.197	100	44899	2017-01-01	41.4925374	-99.9018131	Swine	Livestock	Swine	F	117	NA	3	Yes	2017	SAMN08226272_contig_131
1395	SAMN08226272	contig_50	4	99.3635	98.889	17070	2017-01-01	41.4925374	-99.9018131	Swine	Livestock	Swine	F	117	NA	3	Yes	2017	SAMN08226272_contig_50
1396	SAMN08226272	contig_77	1	51.667	55.102	414	2017-01-01	41.4925374	-99.9018131	Swine	Livestock	Swine	F	117	NA	3	Yes	2017	SAMN08226272_contig_77
1397	SAMN08272741	contig_64	35	98.936	100	62955	2017-01-01	44.3148443	-85.6023643	Poultry	Poultry	Turkey	B1	58	ST155 Cplx	5	Yes	2017	SAMN08272741_contig_64
1398	SAMN08272744	contig_133	36	98.838	100	72450	2017-01-01	31.9685988	-99.9018131	Bovine	Livestock	Bovine	E	3381	NA	1	Yes	2017	SAMN08272744_contig_133
1399	SAMN08272745	contig_150	31	98.83	100	39722	2017-01-01	40.6331249	-89.3985283	Swine	Livestock	Swine	A	10	ST10 Cplx	2	Yes	2017	SAMN08272745_contig_150
1400	SAMN08272748	contig_127	1	60.606	33.673	9341	2017-01-01	37.9642529	-91.8318334	Swine	Livestock	Swine	A	1072	NA	7	Yes	2017	SAMN08272748_contig_127
1401	SAMN08272748	contig_216	1	53.333	45.918	1801	2017-01-01	37.9642529	-91.8318334	Swine	Livestock	Swine	A	1072	NA	7	Yes	2017	SAMN08272748_contig_216
1402	SAMN08289295	contig_101	5	98.63	100	3580	2017-01-01	41.4925374	-99.9018131	Swine	Livestock	Swine	C	88	ST23 Cplx	5	No	2017	SAMN08289295_contig_101
1403	SAMN08289295	contig_105	6	99.185	100	4121	2017-01-01	41.4925374	-99.9018131	Swine	Livestock	Swine	C	88	ST23 Cplx	5	No	2017	SAMN08289295_contig_105
1404	SAMN08289295	contig_107	2	94.4725	70.89	3138	2017-01-01	41.4925374	-99.9018131	Swine	Livestock	Swine	C	88	ST23 Cplx	5	No	2017	SAMN08289295_contig_107
1405	SAMN08289295	contig_113	1	100	34.219	970	2017-01-01	41.4925374	-99.9018131	Swine	Livestock	Swine	C	88	ST23 Cplx	5	No	2017	SAMN08289295_contig_113
1406	SAMN08289295	contig_117	2	99.001	100	1323	2017-01-01	41.4925374	-99.9018131	Swine	Livestock	Swine	C	88	ST23 Cplx	5	No	2017	SAMN08289295_contig_117
1407	SAMN08289295	contig_120	5	99.51	49.72	4595	2017-01-01	41.4925374	-99.9018131	Swine	Livestock	Swine	C	88	ST23 Cplx	5	No	2017	SAMN08289295_contig_120
1408	SAMN08289295	contig_127	2	99.377	92.4805	1494	2017-01-01	41.4925374	-99.9018131	Swine	Livestock	Swine	C	88	ST23 Cplx	5	No	2017	SAMN08289295_contig_127
1409	SAMN08289295	contig_131	4	98.636	100	6293	2017-01-01	41.4925374	-99.9018131	Swine	Livestock	Swine	C	88	ST23 Cplx	5	No	2017	SAMN08289295_contig_131
1410	SAMN08289295	contig_14	2	97.474	85.146	8685	2017-01-01	41.4925374	-99.9018131	Swine	Livestock	Swine	C	88	ST23 Cplx	5	No	2017	SAMN08289295_contig_14
1411	SAMN08289295	contig_18	2	97.7965	59.306	1345	2017-01-01	41.4925374	-99.9018131	Swine	Livestock	Swine	C	88	ST23 Cplx	5	No	2017	SAMN08289295_contig_18
1412	SAMN08289295	contig_28	4	98.777	100	2236	2017-01-01	41.4925374	-99.9018131	Swine	Livestock	Swine	C	88	ST23 Cplx	5	No	2017	SAMN08289295_contig_28
1413	SAMN08289295	contig_32	3	98.864	66.912	941	2017-01-01	41.4925374	-99.9018131	Swine	Livestock	Swine	C	88	ST23 Cplx	5	No	2017	SAMN08289295_contig_32
1414	SAMN08289295	contig_36	2	99.4135	56.472	4264	2017-01-01	41.4925374	-99.9018131	Swine	Livestock	Swine	C	88	ST23 Cplx	5	No	2017	SAMN08289295_contig_36
1415	SAMN08289295	contig_38	1	98.788	96.491	612	2017-01-01	41.4925374	-99.9018131	Swine	Livestock	Swine	C	88	ST23 Cplx	5	No	2017	SAMN08289295_contig_38
1416	SAMN08289295	contig_42	4	99.8905	100	2650	2017-01-01	41.4925374	-99.9018131	Swine	Livestock	Swine	C	88	ST23 Cplx	5	No	2017	SAMN08289295_contig_42
1417	SAMN08289295	contig_47	1	94.505	43.75	541	2017-01-01	41.4925374	-99.9018131	Swine	Livestock	Swine	C	88	ST23 Cplx	5	No	2017	SAMN08289295_contig_47
1418	SAMN08289295	contig_56	3	96.552	99.753	7589	2017-01-01	41.4925374	-99.9018131	Swine	Livestock	Swine	C	88	ST23 Cplx	5	No	2017	SAMN08289295_contig_56
1419	SAMN08289295	contig_57	2	99.231	68.1215	467	2017-01-01	41.4925374	-99.9018131	Swine	Livestock	Swine	C	88	ST23 Cplx	5	No	2017	SAMN08289295_contig_57
1420	SAMN08289295	contig_69	3	100	48.343	1778	2017-01-01	41.4925374	-99.9018131	Swine	Livestock	Swine	C	88	ST23 Cplx	5	No	2017	SAMN08289295_contig_69
1421	SAMN08289295	contig_8	1	98.63	100	557	2017-01-01	41.4925374	-99.9018131	Swine	Livestock	Swine	C	88	ST23 Cplx	5	No	2017	SAMN08289295_contig_8
1422	SAMN08289295	contig_80	3	99.248	43.429	1649	2017-01-01	41.4925374	-99.9018131	Swine	Livestock	Swine	C	88	ST23 Cplx	5	No	2017	SAMN08289295_contig_80
1423	SAMN08289295	contig_96	5	98.859	96.907	3486	2017-01-01	41.4925374	-99.9018131	Swine	Livestock	Swine	C	88	ST23 Cplx	5	No	2017	SAMN08289295_contig_96
1424	SAMN08289299	contig_82	10	98.903	100	17739	2017-01-01	37.4315734	-78.6568942	Swine	Livestock	Swine	C	2230	ST23 Cplx	8	Yes	2017	SAMN08289299_contig_82
1425	SAMN08289303	contig_111	1	100	37.267	676	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	C	88	ST23 Cplx	6	Yes	2017	SAMN08289303_contig_111
1426	SAMN08289303	contig_112	1	74.419	45.989	562	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	C	88	ST23 Cplx	6	Yes	2017	SAMN08289303_contig_112
1427	SAMN08289303	contig_118	2	98.9035	90.4985	914	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	C	88	ST23 Cplx	6	Yes	2017	SAMN08289303_contig_118
1428	SAMN08289303	contig_120	11	94.186	100	9717	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	C	88	ST23 Cplx	6	Yes	2017	SAMN08289303_contig_120
1429	SAMN08289303	contig_137	1	100	30.701	725	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	C	88	ST23 Cplx	6	Yes	2017	SAMN08289303_contig_137
1430	SAMN08289303	contig_138	2	98.7275	91.255	1365	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	C	88	ST23 Cplx	6	Yes	2017	SAMN08289303_contig_138
1431	SAMN08289303	contig_142	3	99.203	100	5771	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	C	88	ST23 Cplx	6	Yes	2017	SAMN08289303_contig_142
1432	SAMN08289303	contig_148	2	96.305	82.3555	4961	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	C	88	ST23 Cplx	6	Yes	2017	SAMN08289303_contig_148
1433	SAMN08289303	contig_155	9	99.206	100	6729	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	C	88	ST23 Cplx	6	Yes	2017	SAMN08289303_contig_155
1434	SAMN08289303	contig_158	4	98.438	100	1723	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	C	88	ST23 Cplx	6	Yes	2017	SAMN08289303_contig_158
1435	SAMN08289303	contig_160	2	94.2355	97.5805	13222	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	C	88	ST23 Cplx	6	Yes	2017	SAMN08289303_contig_160
1436	SAMN08289303	contig_174	4	98.807	70.698	2922	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	C	88	ST23 Cplx	6	Yes	2017	SAMN08289303_contig_174
1437	SAMN08289303	contig_177	3	97.044	99.753	22767	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	C	88	ST23 Cplx	6	Yes	2017	SAMN08289303_contig_177
1438	SAMN08289303	contig_189	4	92.006	96.303	8368	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	C	88	ST23 Cplx	6	Yes	2017	SAMN08289303_contig_189
1439	SAMN08289303	contig_195	1	98.361	45.865	800	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	C	88	ST23 Cplx	6	Yes	2017	SAMN08289303_contig_195
1440	SAMN08289303	contig_197	8	100	100	3317	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	C	88	ST23 Cplx	6	Yes	2017	SAMN08289303_contig_197
1441	SAMN08289303	contig_2	1	100	47.174	871	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	C	88	ST23 Cplx	6	Yes	2017	SAMN08289303_contig_2
1442	SAMN08289303	contig_202	1	100	35.552	657	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	C	88	ST23 Cplx	6	Yes	2017	SAMN08289303_contig_202
1443	SAMN08289303	contig_205	2	100	66.883	669	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	C	88	ST23 Cplx	6	Yes	2017	SAMN08289303_contig_205
1444	SAMN08289303	contig_21	7	99.248	100	11509	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	C	88	ST23 Cplx	6	Yes	2017	SAMN08289303_contig_21
1445	SAMN08289303	contig_213	1	100	67.123	1413	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	C	88	ST23 Cplx	6	Yes	2017	SAMN08289303_contig_213
1446	SAMN08289303	contig_225	1	100	90.206	6100	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	C	88	ST23 Cplx	6	Yes	2017	SAMN08289303_contig_225
1447	SAMN08289303	contig_227	1	100	48.343	1272	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	C	88	ST23 Cplx	6	Yes	2017	SAMN08289303_contig_227
1448	SAMN08289303	contig_36	3	100	100	5899	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	C	88	ST23 Cplx	6	Yes	2017	SAMN08289303_contig_36
1449	SAMN08289303	contig_5	5	99.038	100	4732	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	C	88	ST23 Cplx	6	Yes	2017	SAMN08289303_contig_5
1450	SAMN08289303	contig_50	2	95.956	84.4155	598	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	C	88	ST23 Cplx	6	Yes	2017	SAMN08289303_contig_50
1451	SAMN08289303	contig_64	1	100	85.542	709	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	C	88	ST23 Cplx	6	Yes	2017	SAMN08289303_contig_64
1452	SAMN08289303	contig_67	7	99.16	100	3166	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	C	88	ST23 Cplx	6	Yes	2017	SAMN08289303_contig_67
1453	SAMN08289303	contig_78	2	88.835	72.454	2993	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	C	88	ST23 Cplx	6	Yes	2017	SAMN08289303_contig_78
1454	SAMN08289303	contig_82	16	96.393	100	11137	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	C	88	ST23 Cplx	6	Yes	2017	SAMN08289303_contig_82
1455	SAMN08289303	contig_88	2	99.5215	94	1847	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	C	88	ST23 Cplx	6	Yes	2017	SAMN08289303_contig_88
1456	SAMN08289314	contig_66	33	99.24	100	41302	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	B2	131	ST131 Cplx	3	Yes	2017	SAMN08289314_contig_66
1457	SAMN08289315	contig_142	20	95.695	100	27293	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	A	2514	ST10 Cplx	5	Yes	2017	SAMN08289315_contig_142
1458	SAMN08289315	contig_179	4	95.3065	99.535	5107	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	A	2514	ST10 Cplx	5	Yes	2017	SAMN08289315_contig_179
1459	SAMN08289315	contig_182	1	97.531	100	11433	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	A	2514	ST10 Cplx	5	Yes	2017	SAMN08289315_contig_182
1460	SAMN08289315	contig_188	23	98.83	100	23253	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	A	2514	ST10 Cplx	5	Yes	2017	SAMN08289315_contig_188
1461	SAMN08289315	contig_227	2	98.482	35.5165	597	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	A	2514	ST10 Cplx	5	Yes	2017	SAMN08289315_contig_227
1462	SAMN08289315	contig_262	1	98.068	43.579	623	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	A	2514	ST10 Cplx	5	Yes	2017	SAMN08289315_contig_262
1463	SAMN08289315	contig_278	2	98.9245	35.5165	597	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	A	2514	ST10 Cplx	5	Yes	2017	SAMN08289315_contig_278
1464	SAMN08289315	contig_310	3	94.359	38.235	1255	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	A	2514	ST10 Cplx	5	Yes	2017	SAMN08289315_contig_310
1465	SAMN08289315	contig_35	3	96.552	99.753	5044	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	A	2514	ST10 Cplx	5	Yes	2017	SAMN08289315_contig_35
1466	SAMN08289315	contig_38	4	98.636	100	12488	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	A	2514	ST10 Cplx	5	Yes	2017	SAMN08289315_contig_38
1467	SAMN08289315	contig_50	1	98.425	100	25309	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	A	2514	ST10 Cplx	5	Yes	2017	SAMN08289315_contig_50
1468	SAMN08289315	contig_64	1	69.697	33.673	10148	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	A	2514	ST10 Cplx	5	Yes	2017	SAMN08289315_contig_64
1469	SAMN08289315	contig_65	4	98.8655	100	1883	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	A	2514	ST10 Cplx	5	Yes	2017	SAMN08289315_contig_65
1470	SAMN08289315	contig_86	3	97.63	99.753	6518	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	A	2514	ST10 Cplx	5	Yes	2017	SAMN08289315_contig_86
1471	SAMN08347846	contig_169	30	99.581	100	41862	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	A	34	ST10 Cplx	5	No	2017	SAMN08347846_contig_169
1472	SAMN08347846	contig_52	3	98.969	97.778	11754	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	A	34	ST10 Cplx	5	No	2017	SAMN08347846_contig_52
1473	SAMN08347847	contig_107	2	99.468	98.6955	1082	2017-01-01	46.729553	-94.6858998	Swine	Livestock	Swine	A	6534	NA	4	Yes	2017	SAMN08347847_contig_107
1474	SAMN08347847	contig_109	1	64.516	31.633	252	2017-01-01	46.729553	-94.6858998	Swine	Livestock	Swine	A	6534	NA	4	Yes	2017	SAMN08347847_contig_109
1475	SAMN08347847	contig_14	1	96.97	38.521	19078	2017-01-01	46.729553	-94.6858998	Swine	Livestock	Swine	A	6534	NA	4	Yes	2017	SAMN08347847_contig_14
1476	SAMN08347847	contig_162	7	98.78	100	10409	2017-01-01	46.729553	-94.6858998	Swine	Livestock	Swine	A	6534	NA	4	Yes	2017	SAMN08347847_contig_162
1477	SAMN08347847	contig_277	1	96.324	75.138	3419	2017-01-01	46.729553	-94.6858998	Swine	Livestock	Swine	A	6534	NA	4	Yes	2017	SAMN08347847_contig_277
1478	SAMN08347847	contig_32	1	98.316	33.827	1784	2017-01-01	46.729553	-94.6858998	Swine	Livestock	Swine	A	6534	NA	4	Yes	2017	SAMN08347847_contig_32
1479	SAMN08347847	contig_35	3	97.59	100	12559	2017-01-01	46.729553	-94.6858998	Swine	Livestock	Swine	A	6534	NA	4	Yes	2017	SAMN08347847_contig_35
1480	SAMN08347847	contig_62	21	98.936	100	23322	2017-01-01	46.729553	-94.6858998	Swine	Livestock	Swine	A	6534	NA	4	Yes	2017	SAMN08347847_contig_62
1481	SAMN08347853	contig_100	2	97.908	67.284	4888	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	B1	155	ST155 Cplx	2	Yes	2017	SAMN08347853_contig_100
1482	SAMN08347853	contig_110	4	97.7785	100	2386	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	B1	155	ST155 Cplx	2	Yes	2017	SAMN08347853_contig_110
1483	SAMN08347853	contig_13	2	97.6735	66.734	4164	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	B1	155	ST155 Cplx	2	Yes	2017	SAMN08347853_contig_13
1484	SAMN08347853	contig_130	4	99.4565	96.766	1518	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	B1	155	ST155 Cplx	2	Yes	2017	SAMN08347853_contig_130
1485	SAMN08347853	contig_134	10	99.086	100	8564	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	B1	155	ST155 Cplx	2	Yes	2017	SAMN08347853_contig_134
1486	SAMN08347853	contig_142	2	98.0385	100	1325	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	B1	155	ST155 Cplx	2	Yes	2017	SAMN08347853_contig_142
1487	SAMN08347853	contig_147	1	100	32.686	906	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	B1	155	ST155 Cplx	2	Yes	2017	SAMN08347853_contig_147
1488	SAMN08347853	contig_154	3	98.565	59.51	6580	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	B1	155	ST155 Cplx	2	Yes	2017	SAMN08347853_contig_154
1489	SAMN08347853	contig_165	6	99.0665	100	3217	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	B1	155	ST155 Cplx	2	Yes	2017	SAMN08347853_contig_165
1490	SAMN08347853	contig_18	1	94.753	80	1258	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	B1	155	ST155 Cplx	2	Yes	2017	SAMN08347853_contig_18
1491	SAMN08347853	contig_190	1	77.419	31.633	5350	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	B1	155	ST155 Cplx	2	Yes	2017	SAMN08347853_contig_190
1492	SAMN08347853	contig_193	2	98.4885	85.38	888	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	B1	155	ST155 Cplx	2	Yes	2017	SAMN08347853_contig_193
1493	SAMN08347853	contig_204	1	99.095	100	2430	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	B1	155	ST155 Cplx	2	Yes	2017	SAMN08347853_contig_204
1494	SAMN08347853	contig_44	1	99.719	59.136	1072	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	B1	155	ST155 Cplx	2	Yes	2017	SAMN08347853_contig_44
1495	SAMN08347853	contig_50	1	100	36.343	956	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	B1	155	ST155 Cplx	2	Yes	2017	SAMN08347853_contig_50
1496	SAMN08347853	contig_55	10	97.676	100	8564	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	B1	155	ST155 Cplx	2	Yes	2017	SAMN08347853_contig_55
1497	SAMN08347853	contig_68	1	99.225	62.019	665	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	B1	155	ST155 Cplx	2	Yes	2017	SAMN08347853_contig_68
1498	SAMN08347853	contig_72	3	97.744	100	2472	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	B1	155	ST155 Cplx	2	Yes	2017	SAMN08347853_contig_72
1499	SAMN08347853	contig_88	1	100	80.606	800	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	B1	155	ST155 Cplx	2	Yes	2017	SAMN08347853_contig_88
1500	SAMN08347853	contig_9	3	97.044	99.753	7922	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	B1	155	ST155 Cplx	2	Yes	2017	SAMN08347853_contig_9
1501	SAMN08347853	contig_94	4	98.1705	100	2373	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	B1	155	ST155 Cplx	2	Yes	2017	SAMN08347853_contig_94
1502	SAMN08347853	contig_97	3	90.164	100	1278	2017-01-01	41.8780025	-93.097702	Swine	Livestock	Swine	B1	155	ST155 Cplx	2	Yes	2017	SAMN08347853_contig_97
1503	SAMN08347856	contig_116	13	99.057	100	9101	2017-01-01	40.6331249	-89.3985283	Swine	Livestock	Swine	C	3564	ST23 Cplx	7	Yes	2017	SAMN08347856_contig_116
1504	SAMN08347856	contig_184	2	88.3575	76.14	2949	2017-01-01	40.6331249	-89.3985283	Swine	Livestock	Swine	C	3564	ST23 Cplx	7	Yes	2017	SAMN08347856_contig_184
1505	SAMN08347856	contig_185	22	98.7235	100	19735	2017-01-01	40.6331249	-89.3985283	Swine	Livestock	Swine	C	3564	ST23 Cplx	7	Yes	2017	SAMN08347856_contig_185
