genome	n_genes	n_distinct_genes	conj_category	type
SAMN05326696	2	1	relaxase_type	MOBP1
SAMN05326696	4	1	MPF_type	MPF_F
SAMN05326696	15	15	MPF_type	MPF_I
SAMN05326698	1	1	relaxase_type	MOBF
SAMN05326698	2	1	relaxase_type	MOBP1
SAMN05326698	6	2	MPF_type	MPF_F
SAMN05326698	1	1	MPF_type	MPF_T
SAMN05326699	1	1	relaxase_type	MOBF
SAMN05326699	2	1	relaxase_type	MOBP1
SAMN05326699	5	2	MPF_type	MPF_F
SAMN05326699	1	1	MPF_type	MPF_T
SAMN05326700	1	1	relaxase_type	MOBF
SAMN05326700	1	1	relaxase_type	MOBP1
SAMN05326700	1	1	relaxase_type	MOBQ
SAMN05326700	2	2	MPF_type	MPF_F
SAMN05326700	1	1	MPF_type	MPF_T
SAMN05326703	3	1	relaxase_type	MOBF
SAMN05326703	1	1	relaxase_type	MOBP1
SAMN05326703	1	1	virb4	virb4
SAMN05326703	13	10	MPF_type	MPF_F
SAMN05326703	1	1	MPF_type	MPF_T
SAMN05439481	1	1	relaxase_type	MOBF
SAMN05439481	1	1	virb4	virb4
SAMN05439481	14	11	MPF_type	MPF_F
SAMN05439482	1	1	relaxase_type	MOBF
SAMN05439482	1	1	relaxase_type	MOBP1
SAMN05439482	1	1	virb4	virb4
SAMN05439482	12	10	MPF_type	MPF_F
SAMN05439482	1	1	MPF_type	MPF_T
SAMN05439496	2	1	relaxase_type	MOBF
SAMN05439496	1	1	relaxase_type	MOBP1
SAMN05439496	2	1	virb4	virb4
SAMN05439496	20	10	MPF_type	MPF_F
SAMN05439496	15	15	MPF_type	MPF_I
SAMN05439504	2	1	relaxase_type	MOBP1
SAMN05439505	1	1	relaxase_type	MOBF
SAMN05439505	1	1	relaxase_type	MOBP1
SAMN05439505	1	1	virb4	virb4
SAMN05439505	10	10	MPF_type	MPF_F
SAMN05439506	1	1	relaxase_type	MOBF
SAMN05439506	2	1	relaxase_type	MOBP1
SAMN05439506	1	1	virb4	virb4
SAMN05439506	10	10	MPF_type	MPF_F
SAMN05439506	15	15	MPF_type	MPF_I
SAMN05439510	1	1	relaxase_type	MOBF
SAMN05439510	1	1	relaxase_type	MOBP1
SAMN05439510	1	1	virb4	virb4
SAMN05439510	10	10	MPF_type	MPF_F
SAMN05439510	4	4	MPF_type	MPF_G
SAMN05439510	2	2	MPF_type	MPF_T
SAMN05439511	1	1	relaxase_type	MOBF
SAMN05439511	2	1	relaxase_type	MOBP1
SAMN05439511	1	1	virb4	virb4
SAMN05439511	10	10	MPF_type	MPF_F
SAMN05439511	4	4	MPF_type	MPF_G
SAMN05439511	1	1	MPF_type	MPF_T
SAMN05439515	2	1	MPF_type	MPF_F
SAMN05439517	1	1	relaxase_type	MOBF
SAMN05439517	1	1	relaxase_type	MOBP1
SAMN05439517	1	1	virb4	virb4
SAMN05439517	12	10	MPF_type	MPF_F
SAMN05439518	1	1	relaxase_type	MOBC
SAMN05439518	1	1	relaxase_type	MOBF
SAMN05439518	3	1	relaxase_type	MOBP1
SAMN05439518	2	1	virb4	virb4
SAMN05439518	10	10	MPF_type	MPF_F
SAMN05439518	13	13	MPF_type	MPF_I
SAMN05439518	5	5	MPF_type	MPF_T
SAMN05439567	1	1	relaxase_type	MOBF
SAMN05439567	1	1	relaxase_type	MOBP1
SAMN05439567	1	1	virb4	virb4
SAMN05439567	7	7	MPF_type	MPF_F
SAMN05439567	7	7	MPF_type	MPF_T
SAMN05439568	1	1	relaxase_type	MOBF
SAMN05439568	1	1	virb4	virb4
SAMN05439568	13	10	MPF_type	MPF_F
SAMN05440254	2	1	relaxase_type	MOBH
SAMN05440254	2	1	virb4	virb4
SAMN05440254	10	10	MPF_type	MPF_F
SAMN05440254	14	14	MPF_type	MPF_G
SAMN05440254	1	1	MPF_type	MPF_T
SAMN05440256	1	1	MPF_type	MPF_F
SAMN05440258	1	1	relaxase_type	MOBF
SAMN05440258	1	1	relaxase_type	MOBP1
SAMN05440258	7	3	MPF_type	MPF_F
SAMN05440258	14	14	MPF_type	MPF_I
SAMN05440259	1	1	relaxase_type	MOBF
SAMN05440259	1	1	virb4	virb4
SAMN05440259	11	10	MPF_type	MPF_F
SAMN05440259	1	1	MPF_type	MPF_G
SAMN05440263	1	1	relaxase_type	MOBF
SAMN05440263	2	1	virb4	virb4
SAMN05440263	10	10	MPF_type	MPF_F
SAMN05440263	6	6	MPF_type	MPF_T
SAMN05440266	1	1	relaxase_type	MOBF
SAMN05440266	1	1	relaxase_type	MOBH
SAMN05440266	2	1	virb4	virb4
SAMN05440266	11	11	MPF_type	MPF_F
SAMN05440266	18	18	MPF_type	MPF_G
SAMN05440266	1	1	MPF_type	MPF_T
SAMN05440269	1	1	relaxase_type	MOBP1
SAMN05452846	1	1	relaxase_type	MOBH
SAMN05452846	1	1	virb4	virb4
SAMN05452846	10	10	MPF_type	MPF_F
SAMN05464541	2	1	relaxase_type	MOBP1
SAMN05464541	2	2	MPF_type	MPF_I
SAMN05596101	1	1	relaxase_type	MOBC
SAMN05596101	1	1	relaxase_type	MOBF
SAMN05596101	1	1	relaxase_type	MOBP1
SAMN05596101	1	1	relaxase_type	MOBQ
SAMN05596101	3	1	virb4	virb4
SAMN05596101	13	10	MPF_type	MPF_F
SAMN05596101	11	6	MPF_type	MPF_T
SAMN05596161	2	1	relaxase_type	MOBF
SAMN05596161	2	1	relaxase_type	MOBP1
SAMN05596161	4	1	virb4	virb4
SAMN05596161	14	10	MPF_type	MPF_F
SAMN05596161	7	6	MPF_type	MPF_T
SAMN05596165	1	1	relaxase_type	MOBF
SAMN05596165	1	1	virb4	virb4
SAMN05596165	10	10	MPF_type	MPF_F
SAMN05596176	3	1	relaxase_type	MOBF
SAMN05596176	1	1	relaxase_type	MOBP1
SAMN05596176	2	1	virb4	virb4
SAMN05596176	20	10	MPF_type	MPF_F
SAMN05596176	15	15	MPF_type	MPF_I
SAMN05596205	1	1	relaxase_type	MOBF
SAMN05596205	1	1	relaxase_type	MOBP1
SAMN05596205	1	1	virb4	virb4
SAMN05596205	12	10	MPF_type	MPF_F
SAMN05596205	15	15	MPF_type	MPF_I
SAMN05596205	1	1	MPF_type	MPF_T
SAMN05596210	1	1	relaxase_type	MOBF
SAMN05596210	2	1	virb4	virb4
SAMN05596210	10	10	MPF_type	MPF_F
SAMN05596210	6	6	MPF_type	MPF_T
SAMN05596234	1	1	relaxase_type	MOBQ
SAMN05596234	3	1	MPF_type	MPF_F
SAMN05596240	1	1	relaxase_type	MOBF
SAMN05596240	1	1	relaxase_type	MOBP1
SAMN05596240	1	1	virb4	virb4
SAMN05596240	10	10	MPF_type	MPF_F
SAMN05596240	15	15	MPF_type	MPF_I
SAMN05596392	1	1	relaxase_type	MOBF
SAMN05596392	1	1	relaxase_type	MOBP1
SAMN05596392	1	1	virb4	virb4
SAMN05596392	10	10	MPF_type	MPF_F
SAMN05596471	1	1	relaxase_type	MOBF
SAMN05596471	1	1	relaxase_type	MOBP1
SAMN05596471	2	1	virb4	virb4
SAMN05596471	12	10	MPF_type	MPF_F
SAMN05596471	15	15	MPF_type	MPF_I
SAMN05596471	6	6	MPF_type	MPF_T
SAMN05596491	1	1	relaxase_type	MOBF
SAMN05596491	1	1	virb4	virb4
SAMN05596491	10	10	MPF_type	MPF_F
SAMN05596491	1	1	MPF_type	MPF_T
SAMN05596564	1	1	relaxase_type	MOBF
SAMN05596564	1	1	virb4	virb4
SAMN05596564	10	10	MPF_type	MPF_F
SAMN05596653	1	1	relaxase_type	MOBF
SAMN05596653	1	1	relaxase_type	MOBP1
SAMN05596653	2	1	virb4	virb4
SAMN05596653	14	10	MPF_type	MPF_F
SAMN05596717	1	1	relaxase_type	MOBF
SAMN05596717	1	1	relaxase_type	MOBP1
SAMN05596717	1	1	relaxase_type	MOBQ
SAMN05596717	1	1	virb4	virb4
SAMN05596717	10	10	MPF_type	MPF_F
SAMN05596725	1	1	relaxase_type	MOBF
SAMN05596725	1	1	relaxase_type	MOBP1
SAMN05596725	2	1	virb4	virb4
SAMN05596725	10	10	MPF_type	MPF_F
SAMN05596725	24	18	MPF_type	MPF_G
SAMN05596725	1	1	MPF_type	MPF_T
SAMN05597016	1	1	relaxase_type	MOBF
SAMN05597016	1	1	relaxase_type	MOBP1
SAMN05597016	2	1	virb4	virb4
SAMN05597016	10	10	MPF_type	MPF_F
SAMN05597016	15	15	MPF_type	MPF_I
SAMN05605369	1	1	relaxase_type	MOBF
SAMN05605369	1	1	relaxase_type	MOBP1
SAMN05605369	1	1	virb4	virb4
SAMN05605369	14	11	MPF_type	MPF_F
SAMN05605369	15	15	MPF_type	MPF_I
SAMN05605370	1	1	MPF_type	MPF_F
SAMN05605370	1	1	MPF_type	MPF_T
SAMN05605371	1	1	relaxase_type	MOBP1
SAMN05605371	1	1	virb4	virb4
SAMN05605371	2	1	MPF_type	MPF_F
SAMN05605371	17	17	MPF_type	MPF_G
SAMN05605371	1	1	MPF_type	MPF_T
SAMN05605374	1	1	relaxase_type	MOBF
SAMN05605374	1	1	relaxase_type	MOBP1
SAMN05605374	1	1	virb4	virb4
SAMN05605374	14	11	MPF_type	MPF_F
SAMN05605374	15	15	MPF_type	MPF_I
SAMN05605376	1	1	relaxase_type	MOBQ
SAMN05605376	1	1	MPF_type	MPF_F
SAMN05605381	1	1	relaxase_type	MOBF
SAMN05605381	2	1	relaxase_type	MOBP1
SAMN05605381	3	1	MPF_type	MPF_F
SAMN05605391	2	1	relaxase_type	MOBP1
SAMN05605391	1	1	relaxase_type	MOBQ
SAMN05605391	3	1	MPF_type	MPF_F
SAMN05605393	1	1	virb4	virb4
SAMN05605393	1	1	MPF_type	MPF_F
SAMN05605393	17	17	MPF_type	MPF_G
SAMN05605393	1	1	MPF_type	MPF_T
SAMN05605418	1	1	virb4	virb4
SAMN05605418	1	1	MPF_type	MPF_F
SAMN05605418	17	17	MPF_type	MPF_G
SAMN05605418	1	1	MPF_type	MPF_T
SAMN05605422	1	1	relaxase_type	MOBF
SAMN05605422	1	1	relaxase_type	MOBP1
SAMN05605422	1	1	virb4	virb4
SAMN05605422	14	11	MPF_type	MPF_F
SAMN05605422	15	15	MPF_type	MPF_I
SAMN05605423	1	1	relaxase_type	MOBF
SAMN05605423	1	1	relaxase_type	MOBP1
SAMN05605423	1	1	virb4	virb4
SAMN05605423	14	11	MPF_type	MPF_F
SAMN05605423	15	15	MPF_type	MPF_I
SAMN05605426	1	1	relaxase_type	MOBP1
SAMN05605426	1	1	relaxase_type	MOBQ
SAMN05605426	4	1	MPF_type	MPF_F
SAMN05605426	1	1	MPF_type	MPF_T
SAMN05605428	1	1	relaxase_type	MOBP1
SAMN05605428	1	1	relaxase_type	MOBQ
SAMN05605428	7	1	MPF_type	MPF_F
SAMN05605428	1	1	MPF_type	MPF_T
SAMN05605430	1	1	relaxase_type	MOBP1
SAMN05605430	1	1	virb4	virb4
SAMN05605430	2	1	MPF_type	MPF_F
SAMN05605430	17	17	MPF_type	MPF_G
SAMN05605430	1	1	MPF_type	MPF_T
SAMN05655883	1	1	relaxase_type	MOBP1
SAMN05655961	3	1	relaxase_type	MOBP1
SAMN05655961	1	1	virb4	virb4
SAMN05655961	15	15	MPF_type	MPF_I
SAMN05655961	6	6	MPF_type	MPF_T
SAMN05655980	1	1	relaxase_type	MOBF
SAMN05655980	2	1	virb4	virb4
SAMN05655980	11	10	MPF_type	MPF_F
SAMN05655980	1	1	MPF_type	MPF_I
SAMN05757714	1	1	relaxase_type	MOBF
SAMN05757714	1	1	relaxase_type	MOBP1
SAMN05757714	1	1	virb4	virb4
SAMN05757714	10	10	MPF_type	MPF_F
SAMN05757714	15	15	MPF_type	MPF_I
SAMN05757735	1	1	relaxase_type	MOBH
SAMN05757735	1	1	virb4	virb4
SAMN05757735	10	10	MPF_type	MPF_F
SAMN05757738	1	1	relaxase_type	MOBH
SAMN05757738	1	1	virb4	virb4
SAMN05757738	10	10	MPF_type	MPF_F
SAMN05757740	1	1	relaxase_type	MOBH
SAMN05757740	1	1	virb4	virb4
SAMN05757740	10	10	MPF_type	MPF_F
SAMN05757741	1	1	relaxase_type	MOBH
SAMN05757741	1	1	virb4	virb4
SAMN05757741	10	10	MPF_type	MPF_F
SAMN05757745	1	1	relaxase_type	MOBF
SAMN05757745	1	1	relaxase_type	MOBP1
SAMN05757745	1	1	virb4	virb4
SAMN05757745	10	10	MPF_type	MPF_F
SAMN05757745	15	15	MPF_type	MPF_I
SAMN05789714	1	1	relaxase_type	MOBP1
SAMN05789715	1	1	relaxase_type	MOBH
SAMN05789715	2	1	virb4	virb4
SAMN05789715	10	10	MPF_type	MPF_F
SAMN05789715	6	6	MPF_type	MPF_T
SAMN05789719	1	1	relaxase_type	MOBF
SAMN05789719	2	1	virb4	virb4
SAMN05789719	11	10	MPF_type	MPF_F
SAMN05789719	1	1	MPF_type	MPF_I
SAMN05789722	1	1	relaxase_type	MOBH
SAMN05789722	1	1	relaxase_type	MOBP1
SAMN05789722	1	1	virb4	virb4
SAMN05789722	10	9	MPF_type	MPF_F
SAMN05829269	1	1	relaxase_type	MOBF
SAMN05829269	1	1	relaxase_type	MOBP1
SAMN05829269	2	1	virb4	virb4
SAMN05829269	10	10	MPF_type	MPF_F
SAMN05829269	18	18	MPF_type	MPF_G
SAMN05829269	15	15	MPF_type	MPF_I
SAMN05829269	1	1	MPF_type	MPF_T
SAMN05859954	1	1	relaxase_type	MOBF
SAMN05859954	2	1	relaxase_type	MOBP1
SAMN05859954	1	1	virb4	virb4
SAMN05859954	12	11	MPF_type	MPF_F
SAMN05859954	5	5	MPF_type	MPF_I
SAMN05859954	7	6	MPF_type	MPF_T
SAMN05859955	2	1	relaxase_type	MOBP1
SAMN05859955	2	1	virb4	virb4
SAMN05859955	1	1	MPF_type	MPF_F
SAMN05859955	5	5	MPF_type	MPF_I
SAMN05859955	7	6	MPF_type	MPF_T
SAMN05859956	2	1	relaxase_type	MOBP1
SAMN05859956	1	1	virb4	virb4
SAMN05859956	1	1	MPF_type	MPF_F
SAMN05859956	5	5	MPF_type	MPF_I
SAMN05859956	7	6	MPF_type	MPF_T
SAMN05859958	2	1	relaxase_type	MOBP1
SAMN05859958	1	1	virb4	virb4
SAMN05859958	1	1	MPF_type	MPF_F
SAMN05859958	5	5	MPF_type	MPF_I
SAMN05859958	7	6	MPF_type	MPF_T
SAMN05859962	2	1	relaxase_type	MOBP1
SAMN05859962	1	1	virb4	virb4
SAMN05859962	1	1	MPF_type	MPF_F
SAMN05859962	5	5	MPF_type	MPF_I
SAMN05859962	7	6	MPF_type	MPF_T
SAMN06005810	2	1	relaxase_type	MOBP1
SAMN06005810	3	1	MPF_type	MPF_F
SAMN06005810	1	1	MPF_type	MPF_T
SAMN06005817	1	1	relaxase_type	MOBF
SAMN06005817	1	1	relaxase_type	MOBP1
SAMN06005817	1	1	virb4	virb4
SAMN06005817	14	11	MPF_type	MPF_F
SAMN06005819	1	1	relaxase_type	MOBP1
SAMN06005819	1	1	relaxase_type	MOBQ
SAMN06005819	2	1	MPF_type	MPF_F
SAMN06005819	1	1	MPF_type	MPF_T
SAMN06005821	3	1	MPF_type	MPF_F
SAMN06005823	1	1	relaxase_type	MOBF
SAMN06005823	1	1	relaxase_type	MOBP1
SAMN06005823	1	1	virb4	virb4
SAMN06005823	14	11	MPF_type	MPF_F
SAMN06005825	3	1	MPF_type	MPF_F
SAMN06005831	1	1	relaxase_type	MOBP1
SAMN06005831	2	1	MPF_type	MPF_F
SAMN06005831	1	1	MPF_type	MPF_T
SAMN06005833	2	1	relaxase_type	MOBP1
SAMN06005833	1	1	virb4	virb4
SAMN06005833	2	1	MPF_type	MPF_F
SAMN06005833	5	5	MPF_type	MPF_T
SAMN06005834	2	1	relaxase_type	MOBP1
SAMN06005834	1	1	virb4	virb4
SAMN06005834	2	1	MPF_type	MPF_F
SAMN06005834	5	5	MPF_type	MPF_T
SAMN06005835	2	1	relaxase_type	MOBP1
SAMN06005835	2	1	MPF_type	MPF_F
SAMN06005835	2	2	MPF_type	MPF_I
SAMN06005836	1	1	relaxase_type	MOBP1
SAMN06005836	3	1	MPF_type	MPF_F
SAMN06005836	13	13	MPF_type	MPF_I
SAMN06005841	1	1	relaxase_type	MOBP1
SAMN06005841	3	1	MPF_type	MPF_F
SAMN06005841	1	1	MPF_type	MPF_T
SAMN06005845	2	1	MPF_type	MPF_F
SAMN06005850	2	1	relaxase_type	MOBP1
SAMN06005850	2	1	MPF_type	MPF_F
SAMN06005850	1	1	MPF_type	MPF_T
SAMN06005853	1	1	relaxase_type	MOBP1
SAMN06005853	2	1	MPF_type	MPF_F
SAMN06005853	1	1	MPF_type	MPF_T
SAMN06005854	2	1	relaxase_type	MOBP1
SAMN06005854	2	1	MPF_type	MPF_F
SAMN06005855	2	1	relaxase_type	MOBP1
SAMN06005855	2	1	MPF_type	MPF_F
SAMN06005855	1	1	MPF_type	MPF_T
SAMN06005869	3	1	MPF_type	MPF_F
SAMN06005871	1	1	relaxase_type	MOBP1
SAMN06005871	1	1	virb4	virb4
SAMN06005871	3	1	MPF_type	MPF_F
SAMN06005871	4	4	MPF_type	MPF_T
SAMN06005875	1	1	relaxase_type	MOBP1
SAMN06005875	2	1	MPF_type	MPF_F
SAMN06005880	3	1	MPF_type	MPF_F
SAMN06005883	1	1	relaxase_type	MOBF
SAMN06005883	1	1	relaxase_type	MOBP1
SAMN06005883	1	1	virb4	virb4
SAMN06005883	12	11	MPF_type	MPF_F
SAMN06005888	1	1	relaxase_type	MOBF
SAMN06005888	1	1	relaxase_type	MOBP1
SAMN06005888	1	1	virb4	virb4
SAMN06005888	14	11	MPF_type	MPF_F
SAMN06005893	2	1	relaxase_type	MOBP1
SAMN06005893	1	1	virb4	virb4
SAMN06005893	6	4	MPF_type	MPF_F
SAMN06126430	1	1	relaxase_type	MOBF
SAMN06126430	1	1	virb4	virb4
SAMN06126430	2	2	MPF_type	MPF_F
SAMN06126433	1	1	relaxase_type	MOBF
SAMN06126433	1	1	relaxase_type	MOBH
SAMN06126433	3	1	relaxase_type	MOBP1
SAMN06126433	1	1	relaxase_type	MOBQ
SAMN06126433	3	1	virb4	virb4
SAMN06126433	25	12	MPF_type	MPF_F
SAMN06126433	15	15	MPF_type	MPF_I
SAMN06126433	8	4	MPF_type	MPF_T
SAMN06159503	1	1	relaxase_type	MOBP1
SAMN06159503	1	1	relaxase_type	MOBQ
SAMN06159503	2	1	MPF_type	MPF_F
SAMN06159503	1	1	MPF_type	MPF_T
SAMN06159505	2	1	relaxase_type	MOBP1
SAMN06159505	5	1	MPF_type	MPF_F
SAMN06159505	1	1	MPF_type	MPF_T
SAMN06220077	1	1	relaxase_type	MOBF
SAMN06220077	1	1	relaxase_type	MOBP1
SAMN06220077	5	3	MPF_type	MPF_F
SAMN06220077	2	2	MPF_type	MPF_T
SAMN06220079	1	1	relaxase_type	MOBF
SAMN06220079	2	1	relaxase_type	MOBP1
SAMN06220079	1	1	relaxase_type	MOBQ
SAMN06220079	1	1	virb4	virb4
SAMN06220079	14	11	MPF_type	MPF_F
SAMN06220084	1	1	relaxase_type	MOBF
SAMN06220084	1	1	virb4	virb4
SAMN06220084	12	10	MPF_type	MPF_F
SAMN06220085	3	1	relaxase_type	MOBP1
SAMN06220085	1	1	relaxase_type	MOBQ
SAMN06220085	3	1	MPF_type	MPF_F
SAMN06220087	2	1	relaxase_type	MOBP1
SAMN06220087	3	1	MPF_type	MPF_F
SAMN06220092	1	1	relaxase_type	MOBF
SAMN06220092	1	1	relaxase_type	MOBP1
SAMN06220092	5	3	MPF_type	MPF_F
SAMN06220092	2	2	MPF_type	MPF_T
SAMN06220104	1	1	relaxase_type	MOBP1
SAMN06220104	1	1	relaxase_type	MOBQ
SAMN06220104	4	1	MPF_type	MPF_F
SAMN06220106	1	1	relaxase_type	MOBF
SAMN06220106	1	1	relaxase_type	MOBP1
SAMN06220106	5	3	MPF_type	MPF_F
SAMN06220106	2	2	MPF_type	MPF_T
SAMN06220109	1	1	relaxase_type	MOBF
SAMN06220109	1	1	relaxase_type	MOBP1
SAMN06220109	3	3	MPF_type	MPF_F
SAMN06220109	2	2	MPF_type	MPF_T
SAMN06220111	2	1	relaxase_type	MOBP1
SAMN06220111	5	1	MPF_type	MPF_F
SAMN06220112	1	1	relaxase_type	MOBP1
SAMN06220112	1	1	MPF_type	MPF_F
SAMN06220113	1	1	relaxase_type	MOBP1
SAMN06220116	1	1	relaxase_type	MOBP1
SAMN06220116	1	1	MPF_type	MPF_F
SAMN06220117	1	1	relaxase_type	MOBP1
SAMN06220117	1	1	MPF_type	MPF_F
SAMN06220119	1	1	relaxase_type	MOBF
SAMN06220119	1	1	relaxase_type	MOBP1
SAMN06220119	12	10	MPF_type	MPF_F
SAMN06220122	3	1	relaxase_type	MOBF
SAMN06220122	1	1	relaxase_type	MOBP1
SAMN06220122	16	10	MPF_type	MPF_F
SAMN06220122	1	1	MPF_type	MPF_T
SAMN06220124	1	1	relaxase_type	MOBP1
SAMN06220124	2	1	MPF_type	MPF_F
SAMN06220131	1	1	relaxase_type	MOBF
SAMN06220131	1	1	relaxase_type	MOBH
SAMN06220131	2	1	relaxase_type	MOBP1
SAMN06220131	2	1	virb4	virb4
SAMN06220131	12	10	MPF_type	MPF_F
SAMN06220131	18	18	MPF_type	MPF_G
SAMN06220131	1	1	MPF_type	MPF_T
SAMN06220133	1	1	relaxase_type	MOBF
SAMN06220133	1	1	relaxase_type	MOBP1
SAMN06220133	1	1	virb4	virb4
SAMN06220133	12	10	MPF_type	MPF_F
SAMN06220134	1	1	relaxase_type	MOBF
SAMN06220134	2	1	virb4	virb4
SAMN06220134	12	10	MPF_type	MPF_F
SAMN06220134	18	18	MPF_type	MPF_G
SAMN06220134	1	1	MPF_type	MPF_T
SAMN06220135	1	1	relaxase_type	MOBF
SAMN06220135	2	1	virb4	virb4
SAMN06220135	12	10	MPF_type	MPF_F
SAMN06220135	18	18	MPF_type	MPF_G
SAMN06220135	1	1	MPF_type	MPF_T
SAMN06461736	2	2	MPF_type	MPF_T
SAMN06555242	1	1	relaxase_type	MOBP1
SAMN06645802	1	1	relaxase_type	MOBP1
SAMN06645802	1	1	virb4	virb4
SAMN06645802	1	1	MPF_type	MPF_F
SAMN06645802	15	15	MPF_type	MPF_I
SAMN06645802	6	6	MPF_type	MPF_T
SAMN06689618	1	1	relaxase_type	MOBF
SAMN06689618	1	1	relaxase_type	MOBP1
SAMN06689618	1	1	virb4	virb4
SAMN06689618	12	10	MPF_type	MPF_F
SAMN06689619	1	1	relaxase_type	MOBP1
SAMN06689619	2	1	MPF_type	MPF_F
SAMN06689620	1	1	relaxase_type	MOBP1
SAMN06689620	2	1	MPF_type	MPF_F
SAMN06689622	1	1	relaxase_type	MOBP1
SAMN06689622	2	1	MPF_type	MPF_F
SAMN06689623	1	1	relaxase_type	MOBF
SAMN06689623	1	1	virb4	virb4
SAMN06689623	10	10	MPF_type	MPF_F
SAMN06700868	1	1	relaxase_type	MOBF
SAMN06700868	1	1	relaxase_type	MOBP1
SAMN06700868	1	1	virb4	virb4
SAMN06700868	10	10	MPF_type	MPF_F
SAMN06700868	15	15	MPF_type	MPF_I
SAMN06700868	1	1	MPF_type	MPF_T
SAMN06712424	2	1	relaxase_type	MOBF
SAMN06712424	2	1	virb4	virb4
SAMN06712424	20	10	MPF_type	MPF_F
SAMN06712425	1	1	relaxase_type	MOBC
SAMN06712425	1	1	relaxase_type	MOBF
SAMN06712425	3	1	virb4	virb4
SAMN06712425	10	10	MPF_type	MPF_F
SAMN06712425	11	6	MPF_type	MPF_T
SAMN06712431	1	1	relaxase_type	MOBP1
SAMN06712431	2	1	MPF_type	MPF_F
SAMN07197387	1	1	relaxase_type	MOBF
SAMN07197387	1	1	virb4	virb4
SAMN07197387	13	10	MPF_type	MPF_F
SAMN07197390	1	1	relaxase_type	MOBF
SAMN07197390	1	1	relaxase_type	MOBP1
SAMN07197390	1	1	virb4	virb4
SAMN07197390	12	10	MPF_type	MPF_F
SAMN07197390	12	12	MPF_type	MPF_I
SAMN07229622	1	1	relaxase_type	MOBC
SAMN07229622	1	1	relaxase_type	MOBF
SAMN07229622	1	1	relaxase_type	MOBQ
SAMN07229622	2	1	virb4	virb4
SAMN07229622	11	10	MPF_type	MPF_F
SAMN07229622	3	3	MPF_type	MPF_T
SAMN07229639	1	1	relaxase_type	MOBP1
SAMN07229639	1	1	virb4	virb4
SAMN07229639	8	5	MPF_type	MPF_F
SAMN07229639	15	15	MPF_type	MPF_I
SAMN07229639	1	1	MPF_type	MPF_T
SAMN07283930	1	1	relaxase_type	MOBC
SAMN07283930	1	1	relaxase_type	MOBP1
SAMN07283930	1	1	virb4	virb4
SAMN07283930	4	3	MPF_type	MPF_T
SAMN07283931	1	1	relaxase_type	MOBF
SAMN07283931	1	1	virb4	virb4
SAMN07283931	12	10	MPF_type	MPF_F
SAMN07283931	1	1	MPF_type	MPF_T
SAMN07291231	1	1	relaxase_type	MOBF
SAMN07291231	1	1	relaxase_type	MOBQ
SAMN07291231	1	1	virb4	virb4
SAMN07291231	10	10	MPF_type	MPF_F
SAMN07291232	1	1	relaxase_type	MOBF
SAMN07291232	2	1	virb4	virb4
SAMN07291232	11	10	MPF_type	MPF_F
SAMN07291232	7	6	MPF_type	MPF_T
SAMN07371045	5	1	MPF_type	MPF_F
SAMN07371046	1	1	relaxase_type	MOBH
SAMN07371046	1	1	virb4	virb4
SAMN07371046	9	9	MPF_type	MPF_F
SAMN07371046	1	1	MPF_type	MPF_T
SAMN07371047	1	1	relaxase_type	MOBF
SAMN07371047	1	1	relaxase_type	MOBP1
SAMN07371047	2	1	relaxase_type	MOBQ
SAMN07371047	2	1	virb4	virb4
SAMN07371047	10	10	MPF_type	MPF_F
SAMN07371047	15	15	MPF_type	MPF_I
SAMN07371047	6	6	MPF_type	MPF_T
SAMN07371048	1	1	relaxase_type	MOBC
SAMN07371048	2	1	virb4	virb4
SAMN07371048	11	6	MPF_type	MPF_T
SAMN07371049	2	1	relaxase_type	MOBP1
SAMN07371049	15	15	MPF_type	MPF_I
SAMN07371050	1	1	relaxase_type	MOBF
SAMN07371050	2	1	relaxase_type	MOBH
SAMN07371050	2	1	virb4	virb4
SAMN07371050	21	11	MPF_type	MPF_F
SAMN07374662	1	1	relaxase_type	MOBF
SAMN07374662	1	1	relaxase_type	MOBP1
SAMN07374662	2	1	relaxase_type	MOBQ
SAMN07374662	1	1	virb4	virb4
SAMN07374662	12	10	MPF_type	MPF_F
SAMN07374662	1	1	MPF_type	MPF_T
SAMN07374664	1	1	relaxase_type	MOBF
SAMN07374664	1	1	virb4	virb4
SAMN07374664	10	10	MPF_type	MPF_F
SAMN07374664	1	1	MPF_type	MPF_T
SAMN07374666	1	1	relaxase_type	MOBF
SAMN07374666	1	1	virb4	virb4
SAMN07374666	10	10	MPF_type	MPF_F
SAMN07374667	1	1	relaxase_type	MOBF
SAMN07374667	2	1	relaxase_type	MOBP1
SAMN07374667	5	3	MPF_type	MPF_F
SAMN07374667	15	15	MPF_type	MPF_I
SAMN07410330	1	1	relaxase_type	MOBF
SAMN07410330	1	1	relaxase_type	MOBP1
SAMN07410330	14	3	MPF_type	MPF_F
SAMN07410330	5	5	MPF_type	MPF_G
SAMN07410330	1	1	MPF_type	MPF_T
SAMN07410333	1	1	relaxase_type	MOBF
SAMN07410333	2	1	relaxase_type	MOBP1
SAMN07410333	1	1	virb4	virb4
SAMN07410333	11	10	MPF_type	MPF_F
SAMN07410333	15	15	MPF_type	MPF_I
SAMN07410333	1	1	MPF_type	MPF_T
SAMN07410335	1	1	relaxase_type	MOBP1
SAMN07410335	3	3	MPF_type	MPF_F
