genome	seq_name	length	topology	conjugation_genes	relaxase_type	virb4	t4cp	MPF_type
SAMN08387166	contig_151	41180	No terminal repeats	I_traV	NA	NA	NA	MPF_I
SAMN08387166	contig_151	41180	No terminal repeats	I_traW	NA	NA	NA	MPF_I
SAMN08387166	contig_151	41180	No terminal repeats	I_traY	NA	NA	NA	MPF_I
SAMN08387166	contig_28	8671	No terminal repeats	F_traE	NA	NA	NA	MPF_F
SAMN08387166	contig_38	77970	No terminal repeats	MOBC	MOBC	NA	NA	NA
SAMN08387166	contig_38	77970	No terminal repeats	T_virB9	NA	NA	NA	MPF_T
SAMN08387166	contig_38	77970	No terminal repeats	T_virB8	NA	NA	NA	MPF_T
SAMN08387166	contig_38	77970	No terminal repeats	T_virB6	NA	NA	NA	MPF_T
SAMN08387166	contig_38	77970	No terminal repeats	virb4	NA	virb4	NA	NA
SAMN08387166	contig_38	77970	No terminal repeats	T_virB2	NA	NA	NA	MPF_T
SAMN08387166	contig_38	77970	No terminal repeats	T_virB1	NA	NA	NA	MPF_T
SAMN08387166	contig_87	20537	No terminal repeats	F_traE	NA	NA	NA	MPF_F
SAMN08387166	contig_59	4556	No terminal repeats	F_traE	NA	NA	NA	MPF_F
SAMN08472602	contig_8	4157	No terminal repeats	F_traH	NA	NA	NA	MPF_F
SAMN08472602	contig_8	4157	No terminal repeats	F_traF	NA	NA	NA	MPF_F
SAMN08472602	contig_8	4157	No terminal repeats	F_traN	NA	NA	NA	MPF_F
SAMN08472602	contig_51	4778	No terminal repeats	F_traH	NA	NA	NA	MPF_F
SAMN08472602	contig_51	4778	No terminal repeats	F_traF	NA	NA	NA	MPF_F
SAMN08472602	contig_51	4778	No terminal repeats	F_traN	NA	NA	NA	MPF_F
SAMN08472602	contig_3	9606	No terminal repeats	F_traL	NA	NA	NA	MPF_F
SAMN08472602	contig_3	9606	No terminal repeats	F_traE	NA	NA	NA	MPF_F
SAMN08472602	contig_3	9606	No terminal repeats	F_traK	NA	NA	NA	MPF_F
SAMN08472602	contig_3	9606	No terminal repeats	F_traV	NA	NA	NA	MPF_F
SAMN08472602	contig_3	9606	No terminal repeats	F_traW	NA	NA	NA	MPF_F
SAMN08472602	contig_3	9606	No terminal repeats	F_traU	NA	NA	NA	MPF_F
SAMN08472602	contig_12	1063	No terminal repeats	F_traL	NA	NA	NA	MPF_F
SAMN08472602	contig_16	3203	No terminal repeats	F_traG	NA	NA	NA	MPF_F
SAMN08472602	contig_82	764	No terminal repeats	MOBF	MOBF	NA	NA	NA
SAMN08472602	contig_25	5139	No terminal repeats	MOBF	MOBF	NA	NA	NA
SAMN08472602	contig_126	5197	No terminal repeats	MOBF	MOBF	NA	NA	NA
SAMN08472602	contig_143	877	No terminal repeats	F_traU	NA	NA	NA	MPF_F
SAMN08472602	contig_90	1865	No terminal repeats	F_traU	NA	NA	NA	MPF_F
SAMN08472602	contig_137	3181	No terminal repeats	F_traG	NA	NA	NA	MPF_F
SAMN08472602	contig_31	1306	No terminal repeats	F_traH	NA	NA	NA	MPF_F
SAMN08472602	contig_73	9011	No terminal repeats	MOBP1	MOBP1	NA	NA	NA
SAMN08472603	contig_101	3854	No terminal repeats	MOBQ	MOBQ	NA	NA	NA
SAMN08472603	contig_101	3854	No terminal repeats	MOBQ	MOBQ	NA	NA	NA
SAMN08472603	contig_71	58619	No terminal repeats	F_traL	NA	NA	NA	MPF_F
SAMN08472603	contig_71	58619	No terminal repeats	F_traE	NA	NA	NA	MPF_F
SAMN08472603	contig_71	58619	No terminal repeats	F_traK	NA	NA	NA	MPF_F
SAMN08472603	contig_71	58619	No terminal repeats	F_traV	NA	NA	NA	MPF_F
SAMN08472603	contig_71	58619	No terminal repeats	virb4	NA	virb4	NA	NA
SAMN08472603	contig_71	58619	No terminal repeats	F_traW	NA	NA	NA	MPF_F
SAMN08472603	contig_71	58619	No terminal repeats	F_traU	NA	NA	NA	MPF_F
SAMN08472603	contig_71	58619	No terminal repeats	F_traN	NA	NA	NA	MPF_F
SAMN08472603	contig_71	58619	No terminal repeats	F_traF	NA	NA	NA	MPF_F
SAMN08472603	contig_71	58619	No terminal repeats	F_traH	NA	NA	NA	MPF_F
SAMN08472603	contig_71	58619	No terminal repeats	F_traG	NA	NA	NA	MPF_F
SAMN08472603	contig_78	11338	No terminal repeats	MOBF	MOBF	NA	NA	NA
SAMN08472603	contig_27	14647	No terminal repeats	I_trbA	NA	NA	NA	MPF_I
SAMN08472603	contig_27	14647	No terminal repeats	I_trbB	NA	NA	NA	MPF_I
SAMN08472603	contig_26	34134	No terminal repeats	F_traE	NA	NA	NA	MPF_F
SAMN08472604	contig_23	2537	No terminal repeats	F_traE	NA	NA	NA	MPF_F
SAMN08472605	contig_78	16524	No terminal repeats	F_traN	NA	NA	NA	MPF_F
SAMN08472605	contig_78	16524	No terminal repeats	F_traU	NA	NA	NA	MPF_F
SAMN08472605	contig_107	12015	No terminal repeats	I_trbA	NA	NA	NA	MPF_I
SAMN08472605	contig_107	12015	No terminal repeats	I_trbB	NA	NA	NA	MPF_I
SAMN08472605	contig_107	12015	No terminal repeats	MOBP1	MOBP1	NA	NA	NA
SAMN08472605	contig_70	71054	No terminal repeats	I_traE	NA	NA	NA	MPF_I
SAMN08472605	contig_70	71054	No terminal repeats	I_traI	NA	NA	NA	MPF_I
SAMN08472605	contig_70	71054	No terminal repeats	I_traK	NA	NA	NA	MPF_I
SAMN08472605	contig_70	71054	No terminal repeats	I_traL	NA	NA	NA	MPF_I
SAMN08472605	contig_70	71054	No terminal repeats	I_traN	NA	NA	NA	MPF_I
SAMN08472605	contig_70	71054	No terminal repeats	I_traO	NA	NA	NA	MPF_I
SAMN08472605	contig_70	71054	No terminal repeats	I_traP	NA	NA	NA	MPF_I
SAMN08472605	contig_70	71054	No terminal repeats	I_traQ	NA	NA	NA	MPF_I
SAMN08472605	contig_70	71054	No terminal repeats	I_traR	NA	NA	NA	MPF_I
SAMN08472605	contig_70	71054	No terminal repeats	I_traT	NA	NA	NA	MPF_I
SAMN08472605	contig_70	71054	No terminal repeats	traU	NA	NA	NA	NA
SAMN08472605	contig_70	71054	No terminal repeats	I_traV	NA	NA	NA	MPF_I
SAMN08472605	contig_70	71054	No terminal repeats	I_traW	NA	NA	NA	MPF_I
SAMN08472605	contig_70	71054	No terminal repeats	I_traY	NA	NA	NA	MPF_I
SAMN08472605	contig_99	40344	No terminal repeats	virb4	NA	virb4	NA	NA
SAMN08472605	contig_99	40344	No terminal repeats	T_virB2	NA	NA	NA	MPF_T
SAMN08472605	contig_99	40344	No terminal repeats	T_virB1	NA	NA	NA	MPF_T
SAMN08472605	contig_99	40344	No terminal repeats	T_virB11	NA	NA	NA	MPF_T
SAMN08472605	contig_99	40344	No terminal repeats	T_virB9	NA	NA	NA	MPF_T
SAMN08472605	contig_99	40344	No terminal repeats	T_virB8	NA	NA	NA	MPF_T
SAMN08472605	contig_99	40344	No terminal repeats	T_virB6	NA	NA	NA	MPF_T
SAMN08472605	contig_99	40344	No terminal repeats	virb4	NA	virb4	NA	NA
SAMN08472605	contig_88	115009	No terminal repeats	T_virB9	NA	NA	NA	MPF_T
SAMN08472611	contig_8	8718	No terminal repeats	MOBP1	MOBP1	NA	NA	NA
SAMN08472612	contig_35	2070	No terminal repeats	F_traE	NA	NA	NA	MPF_F
SAMN08472612	contig_57	53457	No terminal repeats	T_virB9	NA	NA	NA	MPF_T
SAMN08500542	contig_58	78733	No terminal repeats	MOBF	MOBF	NA	NA	NA
SAMN08500542	contig_58	78733	No terminal repeats	F_traG	NA	NA	NA	MPF_F
SAMN08500542	contig_58	78733	No terminal repeats	F_traH	NA	NA	NA	MPF_F
SAMN08500542	contig_58	78733	No terminal repeats	F_traF	NA	NA	NA	MPF_F
SAMN08500542	contig_58	78733	No terminal repeats	F_traN	NA	NA	NA	MPF_F
SAMN08500542	contig_58	78733	No terminal repeats	F_traU	NA	NA	NA	MPF_F
SAMN08500542	contig_58	78733	No terminal repeats	F_traW	NA	NA	NA	MPF_F
SAMN08500542	contig_58	78733	No terminal repeats	virb4	NA	virb4	NA	NA
SAMN08500542	contig_58	78733	No terminal repeats	F_traV	NA	NA	NA	MPF_F
SAMN08500542	contig_58	78733	No terminal repeats	F_traK	NA	NA	NA	MPF_F
SAMN08500542	contig_58	78733	No terminal repeats	F_traE	NA	NA	NA	MPF_F
SAMN08500542	contig_58	78733	No terminal repeats	F_traL	NA	NA	NA	MPF_F
SAMN08500542	contig_82	62061	No terminal repeats	MOBP1	MOBP1	NA	NA	NA
SAMN08500542	contig_82	62061	No terminal repeats	I_trbB	NA	NA	NA	MPF_I
SAMN08500542	contig_82	62061	No terminal repeats	I_trbA	NA	NA	NA	MPF_I
SAMN08500542	contig_82	62061	No terminal repeats	I_traY	NA	NA	NA	MPF_I
SAMN08500542	contig_82	62061	No terminal repeats	I_traW	NA	NA	NA	MPF_I
SAMN08500542	contig_82	62061	No terminal repeats	I_traV	NA	NA	NA	MPF_I
SAMN08500542	contig_82	62061	No terminal repeats	traU	NA	NA	NA	NA
SAMN08500542	contig_82	62061	No terminal repeats	I_traT	NA	NA	NA	MPF_I
SAMN08500542	contig_82	62061	No terminal repeats	I_traR	NA	NA	NA	MPF_I
SAMN08500542	contig_82	62061	No terminal repeats	I_traQ	NA	NA	NA	MPF_I
SAMN08500542	contig_82	62061	No terminal repeats	I_traP	NA	NA	NA	MPF_I
SAMN08500542	contig_82	62061	No terminal repeats	I_traO	NA	NA	NA	MPF_I
SAMN08500542	contig_82	62061	No terminal repeats	I_traN	NA	NA	NA	MPF_I
SAMN08500542	contig_82	62061	No terminal repeats	I_traL	NA	NA	NA	MPF_I
SAMN08500542	contig_82	62061	No terminal repeats	I_traK	NA	NA	NA	MPF_I
SAMN08500542	contig_82	62061	No terminal repeats	I_traI	NA	NA	NA	MPF_I
SAMN08500542	contig_82	62061	No terminal repeats	I_traE	NA	NA	NA	MPF_I
SAMN08500542	contig_99	21356	No terminal repeats	F_traE	NA	NA	NA	MPF_F
SAMN08500542	contig_155	24540	DTR	MOBC	MOBC	NA	NA	NA
SAMN08500542	contig_155	24540	DTR	T_virB9	NA	NA	NA	MPF_T
SAMN08500542	contig_155	24540	DTR	T_virB8	NA	NA	NA	MPF_T
SAMN08500542	contig_155	24540	DTR	T_virB6	NA	NA	NA	MPF_T
SAMN08500542	contig_155	24540	DTR	virb4	NA	virb4	NA	NA
SAMN08500542	contig_155	24540	DTR	T_virB2	NA	NA	NA	MPF_T
SAMN08500542	contig_38	13392	No terminal repeats	F_traE	NA	NA	NA	MPF_F
SAMN08500542	contig_37	16226	No terminal repeats	MOBP1	MOBP1	NA	NA	NA
SAMN08500545	contig_174	38816	No terminal repeats	MOBF	MOBF	NA	NA	NA
SAMN08500545	contig_174	38816	No terminal repeats	F_traG	NA	NA	NA	MPF_F
SAMN08500545	contig_174	38816	No terminal repeats	F_traH	NA	NA	NA	MPF_F
SAMN08500545	contig_174	38816	No terminal repeats	F_traF	NA	NA	NA	MPF_F
SAMN08500545	contig_174	38816	No terminal repeats	F_traN	NA	NA	NA	MPF_F
SAMN08500545	contig_174	38816	No terminal repeats	F_traU	NA	NA	NA	MPF_F
SAMN08500545	contig_174	38816	No terminal repeats	F_traW	NA	NA	NA	MPF_F
SAMN08500545	contig_174	38816	No terminal repeats	virb4	NA	virb4	NA	NA
SAMN08500545	contig_174	38816	No terminal repeats	F_traV	NA	NA	NA	MPF_F
SAMN08500545	contig_174	38816	No terminal repeats	F_traK	NA	NA	NA	MPF_F
SAMN08500545	contig_173	25219	No terminal repeats	F_traE	NA	NA	NA	MPF_F
SAMN08500545	contig_173	25219	No terminal repeats	F_traL	NA	NA	NA	MPF_F
SAMN08500546	contig_35	60229	No terminal repeats	F_traL	NA	NA	NA	MPF_F
SAMN08500546	contig_35	60229	No terminal repeats	F_traE	NA	NA	NA	MPF_F
SAMN08500546	contig_35	60229	No terminal repeats	F_traK	NA	NA	NA	MPF_F
SAMN08500546	contig_35	60229	No terminal repeats	F_traV	NA	NA	NA	MPF_F
SAMN08500546	contig_35	60229	No terminal repeats	virb4	NA	virb4	NA	NA
SAMN08500546	contig_35	60229	No terminal repeats	F_traW	NA	NA	NA	MPF_F
SAMN08500546	contig_35	60229	No terminal repeats	F_traU	NA	NA	NA	MPF_F
SAMN08500546	contig_35	60229	No terminal repeats	F_traN	NA	NA	NA	MPF_F
SAMN08500546	contig_35	60229	No terminal repeats	F_traF	NA	NA	NA	MPF_F
SAMN08500546	contig_35	60229	No terminal repeats	F_traH	NA	NA	NA	MPF_F
SAMN08500546	contig_35	60229	No terminal repeats	F_traG	NA	NA	NA	MPF_F
SAMN08500546	contig_35	60229	No terminal repeats	MOBF	MOBF	NA	NA	NA
SAMN08500551	contig_92	3877	DTR	MOBQ	MOBQ	NA	NA	NA
SAMN08522362	contig_178	12833	No terminal repeats	F_traL	NA	NA	NA	MPF_F
SAMN08522362	contig_178	12833	No terminal repeats	F_traE	NA	NA	NA	MPF_F
SAMN08522362	contig_178	12833	No terminal repeats	F_traK	NA	NA	NA	MPF_F
SAMN08522362	contig_134	14078	No terminal repeats	I_trbA	NA	NA	NA	MPF_I
SAMN08522362	contig_134	14078	No terminal repeats	I_trbB	NA	NA	NA	MPF_I
SAMN08522362	contig_17	1036	No terminal repeats	F_traE	NA	NA	NA	MPF_F
SAMN08522362	contig_16	5744	ITR	T_virB9	NA	NA	NA	MPF_T
SAMN08522363	contig_1	46559	No terminal repeats	F_traG	NA	NA	NA	MPF_F
SAMN08522363	contig_1	46559	No terminal repeats	MOBF	MOBF	NA	NA	NA
SAMN08522363	contig_26	4199	DTR	MOBQ	MOBQ	NA	NA	NA
SAMN08522363	contig_134	26050	No terminal repeats	MOBP1	MOBP1	NA	NA	NA
SAMN08522364	contig_88	62498	ITR	F_traL	NA	NA	NA	MPF_F
SAMN08522364	contig_88	62498	ITR	F_traE	NA	NA	NA	MPF_F
SAMN08522364	contig_88	62498	ITR	F_traK	NA	NA	NA	MPF_F
SAMN08522364	contig_88	62498	ITR	F_traV	NA	NA	NA	MPF_F
SAMN08522364	contig_88	62498	ITR	virb4	NA	virb4	NA	NA
SAMN08522364	contig_88	62498	ITR	F_traW	NA	NA	NA	MPF_F
SAMN08522364	contig_88	62498	ITR	F_traU	NA	NA	NA	MPF_F
SAMN08522364	contig_88	62498	ITR	F_trbC	NA	NA	NA	MPF_F
SAMN08522364	contig_88	62498	ITR	F_traN	NA	NA	NA	MPF_F
SAMN08522364	contig_88	62498	ITR	F_traF	NA	NA	NA	MPF_F
SAMN08522364	contig_88	62498	ITR	F_traH	NA	NA	NA	MPF_F
SAMN08522364	contig_88	62498	ITR	F_traG	NA	NA	NA	MPF_F
SAMN08522364	contig_88	62498	ITR	MOBF	MOBF	NA	NA	NA
SAMN08522365	contig_107	7347	No terminal repeats	F_traF	NA	NA	NA	MPF_F
SAMN08522365	contig_107	7347	No terminal repeats	F_traH	NA	NA	NA	MPF_F
SAMN08522365	contig_107	7347	No terminal repeats	F_traG	NA	NA	NA	MPF_F
SAMN08522365	contig_168	13304	No terminal repeats	F_traG	NA	NA	NA	MPF_F
SAMN08522365	contig_168	13304	No terminal repeats	F_traH	NA	NA	NA	MPF_F
SAMN08522365	contig_168	13304	No terminal repeats	F_traF	NA	NA	NA	MPF_F
SAMN08522365	contig_140	8499	No terminal repeats	F_traV	NA	NA	NA	MPF_F
SAMN08522365	contig_140	8499	No terminal repeats	F_traK	NA	NA	NA	MPF_F
SAMN08522365	contig_140	8499	No terminal repeats	F_traE	NA	NA	NA	MPF_F
SAMN08522365	contig_140	8499	No terminal repeats	F_traL	NA	NA	NA	MPF_F
SAMN08522365	contig_182	5836	No terminal repeats	F_traN	NA	NA	NA	MPF_F
SAMN08522365	contig_182	5836	No terminal repeats	F_traU	NA	NA	NA	MPF_F
SAMN08522365	contig_182	5836	No terminal repeats	F_traW	NA	NA	NA	MPF_F
SAMN08522365	contig_100	4732	No terminal repeats	F_traN	NA	NA	NA	MPF_F
SAMN08522365	contig_100	4732	No terminal repeats	F_traU	NA	NA	NA	MPF_F
SAMN08522365	contig_100	4732	No terminal repeats	F_traW	NA	NA	NA	MPF_F
SAMN08522365	contig_84	18019	No terminal repeats	F_traE	NA	NA	NA	MPF_F
SAMN08522365	contig_84	18019	No terminal repeats	F_traE	NA	NA	NA	MPF_F
SAMN08522365	contig_86	38672	No terminal repeats	T_virB1	NA	NA	NA	MPF_T
SAMN08522365	contig_86	38672	No terminal repeats	F_traG	NA	NA	NA	MPF_F
SAMN08522365	contig_86	38672	No terminal repeats	F_traH	NA	NA	NA	MPF_F
SAMN08522365	contig_86	38672	No terminal repeats	F_traF	NA	NA	NA	MPF_F
SAMN08522365	contig_123	37915	No terminal repeats	MOBH	MOBH	NA	NA	NA
SAMN08522365	contig_123	37915	No terminal repeats	t4cp1	NA	NA	NA	NA
SAMN08522365	contig_123	37915	No terminal repeats	F_traL	NA	NA	NA	MPF_F
SAMN08522365	contig_123	37915	No terminal repeats	F_traE	NA	NA	NA	MPF_F
SAMN08522365	contig_123	37915	No terminal repeats	F_traK	NA	NA	NA	MPF_F
SAMN08522365	contig_123	37915	No terminal repeats	F_traB	NA	NA	NA	MPF_F
SAMN08522365	contig_123	37915	No terminal repeats	F_traV	NA	NA	NA	MPF_F
SAMN08522365	contig_52	12582	No terminal repeats	I_trbA	NA	NA	NA	MPF_I
SAMN08522365	contig_52	12582	No terminal repeats	I_trbB	NA	NA	NA	MPF_I
SAMN08522365	contig_173	1652	No terminal repeats	MOBF	MOBF	NA	NA	NA
SAMN08522365	contig_60	11534	No terminal repeats	F_traE	NA	NA	NA	MPF_F
SAMN08522365	contig_75	8662	No terminal repeats	MOBP1	MOBP1	NA	NA	NA
SAMN08522365	contig_83	2116	No terminal repeats	virb4	NA	virb4	NA	NA
SAMN08522366	contig_56	5590	DTR	MOBQ	MOBQ	NA	NA	NA
SAMN08522366	contig_96	4237	DTR	MOBQ	MOBQ	NA	NA	NA
SAMN08522366	contig_84	4218	DTR	MOBQ	MOBQ	NA	NA	NA
SAMN08522366	contig_26	8733	No terminal repeats	MOBP1	MOBP1	NA	NA	NA
SAMN08581714	contig_111	25813	ITR	F_traG	NA	NA	NA	MPF_F
SAMN08581714	contig_111	25813	ITR	F_traH	NA	NA	NA	MPF_F
SAMN08581714	contig_111	25813	ITR	F_traF	NA	NA	NA	MPF_F
SAMN08581714	contig_111	25813	ITR	F_traN	NA	NA	NA	MPF_F
SAMN08581714	contig_111	25813	ITR	F_traU	NA	NA	NA	MPF_F
SAMN08581714	contig_111	25813	ITR	F_traW	NA	NA	NA	MPF_F
SAMN08581714	contig_111	25813	ITR	virb4	NA	virb4	NA	NA
SAMN08581714	contig_111	25813	ITR	F_traV	NA	NA	NA	MPF_F
SAMN08581714	contig_111	25813	ITR	F_traK	NA	NA	NA	MPF_F
SAMN08581714	contig_111	25813	ITR	F_traE	NA	NA	NA	MPF_F
SAMN08581714	contig_111	25813	ITR	F_traL	NA	NA	NA	MPF_F
SAMN08581714	contig_128	11160	No terminal repeats	MOBF	MOBF	NA	NA	NA
SAMN08581714	contig_138	7912	No terminal repeats	F_traE	NA	NA	NA	MPF_F
SAMN08581714	contig_121	16640	No terminal repeats	I_trbA	NA	NA	NA	MPF_I
SAMN08581714	contig_121	16640	No terminal repeats	I_trbA	NA	NA	NA	MPF_I
SAMN08581714	contig_121	16640	No terminal repeats	I_trbB	NA	NA	NA	MPF_I
SAMN08581714	contig_143	6803	DTR	MOBQ	MOBQ	NA	NA	NA
SAMN08581714	contig_135	8679	No terminal repeats	MOBP1	MOBP1	NA	NA	NA
SAMN08581716	contig_48	33761	No terminal repeats	MOBF	MOBF	NA	NA	NA
SAMN08581716	contig_48	33761	No terminal repeats	F_traG	NA	NA	NA	MPF_F
SAMN08581716	contig_48	33761	No terminal repeats	F_traH	NA	NA	NA	MPF_F
SAMN08581716	contig_48	33761	No terminal repeats	F_traF	NA	NA	NA	MPF_F
SAMN08581716	contig_48	33761	No terminal repeats	F_traN	NA	NA	NA	MPF_F
SAMN08581716	contig_48	33761	No terminal repeats	F_traU	NA	NA	NA	MPF_F
SAMN08581716	contig_48	33761	No terminal repeats	F_traW	NA	NA	NA	MPF_F
SAMN08581716	contig_48	33761	No terminal repeats	virb4	NA	virb4	NA	NA
SAMN08581716	contig_48	33761	No terminal repeats	F_traV	NA	NA	NA	MPF_F
SAMN08581716	contig_48	33761	No terminal repeats	F_traK	NA	NA	NA	MPF_F
SAMN08581716	contig_48	33761	No terminal repeats	F_traE	NA	NA	NA	MPF_F
SAMN08581716	contig_48	33761	No terminal repeats	F_traL	NA	NA	NA	MPF_F
SAMN08581716	contig_30	88895	No terminal repeats	I_traE	NA	NA	NA	MPF_I
SAMN08581716	contig_30	88895	No terminal repeats	I_traI	NA	NA	NA	MPF_I
SAMN08581716	contig_30	88895	No terminal repeats	I_traK	NA	NA	NA	MPF_I
SAMN08581716	contig_30	88895	No terminal repeats	I_traL	NA	NA	NA	MPF_I
SAMN08581716	contig_30	88895	No terminal repeats	I_traN	NA	NA	NA	MPF_I
SAMN08581716	contig_30	88895	No terminal repeats	I_traO	NA	NA	NA	MPF_I
SAMN08581716	contig_30	88895	No terminal repeats	I_traP	NA	NA	NA	MPF_I
SAMN08581716	contig_30	88895	No terminal repeats	I_traQ	NA	NA	NA	MPF_I
SAMN08581716	contig_30	88895	No terminal repeats	I_traR	NA	NA	NA	MPF_I
SAMN08581716	contig_30	88895	No terminal repeats	I_traT	NA	NA	NA	MPF_I
SAMN08581716	contig_30	88895	No terminal repeats	traU	NA	NA	NA	NA
SAMN08581716	contig_30	88895	No terminal repeats	I_traV	NA	NA	NA	MPF_I
SAMN08581716	contig_30	88895	No terminal repeats	I_traW	NA	NA	NA	MPF_I
SAMN08581716	contig_30	88895	No terminal repeats	I_traY	NA	NA	NA	MPF_I
SAMN08581716	contig_30	88895	No terminal repeats	I_trbA	NA	NA	NA	MPF_I
SAMN08581716	contig_30	88895	No terminal repeats	I_trbB	NA	NA	NA	MPF_I
SAMN08581716	contig_30	88895	No terminal repeats	MOBP1	MOBP1	NA	NA	NA
SAMN08581716	contig_76	2533	No terminal repeats	F_traE	NA	NA	NA	MPF_F
SAMN08581720	contig_149	16314	No terminal repeats	F_traE	NA	NA	NA	MPF_F
SAMN08581720	contig_140	22633	No terminal repeats	F_traE	NA	NA	NA	MPF_F
SAMN08581720	contig_192	3024	No terminal repeats	MOBP1	MOBP1	NA	NA	NA
SAMN08581720	contig_158	10164	No terminal repeats	F_traE	NA	NA	NA	MPF_F
SAMN08581720	contig_133	29061	No terminal repeats	MOBP1	MOBP1	NA	NA	NA
SAMN08581897	contig_47	80708	No terminal repeats	MOBF	MOBF	NA	NA	NA
SAMN08581897	contig_47	80708	No terminal repeats	F_traG	NA	NA	NA	MPF_F
SAMN08581897	contig_47	80708	No terminal repeats	F_traH	NA	NA	NA	MPF_F
SAMN08581897	contig_47	80708	No terminal repeats	F_traF	NA	NA	NA	MPF_F
SAMN08581897	contig_47	80708	No terminal repeats	F_traN	NA	NA	NA	MPF_F
SAMN08581897	contig_47	80708	No terminal repeats	F_traU	NA	NA	NA	MPF_F
SAMN08581897	contig_47	80708	No terminal repeats	F_traW	NA	NA	NA	MPF_F
SAMN08581897	contig_47	80708	No terminal repeats	virb4	NA	virb4	NA	NA
SAMN08581897	contig_47	80708	No terminal repeats	F_traV	NA	NA	NA	MPF_F
SAMN08581897	contig_47	80708	No terminal repeats	F_traK	NA	NA	NA	MPF_F
SAMN08581897	contig_47	80708	No terminal repeats	F_traE	NA	NA	NA	MPF_F
SAMN08581897	contig_47	80708	No terminal repeats	F_traL	NA	NA	NA	MPF_F
SAMN08581897	contig_58	77857	No terminal repeats	MOBP1	MOBP1	NA	NA	NA
SAMN08581897	contig_58	77857	No terminal repeats	I_trbB	NA	NA	NA	MPF_I
SAMN08581897	contig_58	77857	No terminal repeats	I_trbA	NA	NA	NA	MPF_I
SAMN08581897	contig_58	77857	No terminal repeats	I_traY	NA	NA	NA	MPF_I
SAMN08581897	contig_58	77857	No terminal repeats	I_traW	NA	NA	NA	MPF_I
SAMN08581897	contig_58	77857	No terminal repeats	I_traV	NA	NA	NA	MPF_I
SAMN08581897	contig_58	77857	No terminal repeats	traU	NA	NA	NA	NA
SAMN08581897	contig_58	77857	No terminal repeats	I_traT	NA	NA	NA	MPF_I
SAMN08581897	contig_58	77857	No terminal repeats	I_traR	NA	NA	NA	MPF_I
SAMN08581897	contig_58	77857	No terminal repeats	I_traQ	NA	NA	NA	MPF_I
SAMN08581897	contig_58	77857	No terminal repeats	I_traP	NA	NA	NA	MPF_I
SAMN08581897	contig_58	77857	No terminal repeats	I_traO	NA	NA	NA	MPF_I
SAMN08581897	contig_58	77857	No terminal repeats	I_traN	NA	NA	NA	MPF_I
SAMN08581897	contig_58	77857	No terminal repeats	I_traL	NA	NA	NA	MPF_I
SAMN08581897	contig_58	77857	No terminal repeats	I_traK	NA	NA	NA	MPF_I
SAMN08581897	contig_58	77857	No terminal repeats	I_traI	NA	NA	NA	MPF_I
SAMN08581897	contig_58	77857	No terminal repeats	I_traE	NA	NA	NA	MPF_I
SAMN08581897	contig_109	5590	DTR	MOBQ	MOBQ	NA	NA	NA
SAMN08581897	contig_41	104704	No terminal repeats	I_traE	NA	NA	NA	MPF_I
SAMN08581897	contig_41	104704	No terminal repeats	G_tfc19	NA	NA	NA	MPF_G
SAMN08581897	contig_41	104704	No terminal repeats	G_tfc18	NA	NA	NA	MPF_G
SAMN08581897	contig_41	104704	No terminal repeats	G_tfc22	NA	NA	NA	MPF_G
SAMN08581897	contig_41	104704	No terminal repeats	G_tfc23	NA	NA	NA	MPF_G
SAMN08581897	contig_41	104704	No terminal repeats	G_tfc24	NA	NA	NA	MPF_G
SAMN08581897	contig_41	104704	No terminal repeats	G_tfc17	NA	NA	NA	MPF_G
SAMN08581897	contig_41	104704	No terminal repeats	virb4	NA	virb4	NA	NA
SAMN08581897	contig_41	104704	No terminal repeats	G_tfc15	NA	NA	NA	MPF_G
SAMN08581897	contig_41	104704	No terminal repeats	G_tfc14	NA	NA	NA	MPF_G
SAMN08581897	contig_41	104704	No terminal repeats	G_tfc13	NA	NA	NA	MPF_G
SAMN08581897	contig_41	104704	No terminal repeats	G_tfc12	NA	NA	NA	MPF_G
SAMN08581897	contig_41	104704	No terminal repeats	G_tfc11	NA	NA	NA	MPF_G
SAMN08581897	contig_41	104704	No terminal repeats	G_tfc10	NA	NA	NA	MPF_G
SAMN08581897	contig_41	104704	No terminal repeats	G_tfc9	NA	NA	NA	MPF_G
SAMN08581897	contig_41	104704	No terminal repeats	G_tfc8	NA	NA	NA	MPF_G
SAMN08581897	contig_41	104704	No terminal repeats	G_tfc7	NA	NA	NA	MPF_G
SAMN08581897	contig_41	104704	No terminal repeats	t4cp1	NA	NA	NA	NA
SAMN08581897	contig_41	104704	No terminal repeats	G_tfc5	NA	NA	NA	MPF_G
SAMN08581897	contig_41	104704	No terminal repeats	T_virB1	NA	NA	NA	MPF_T
SAMN08581897	contig_41	104704	No terminal repeats	G_tfc3	NA	NA	NA	MPF_G
SAMN08581897	contig_41	104704	No terminal repeats	G_tfc2	NA	NA	NA	MPF_G
SAMN08581897	contig_115	4200	DTR	MOBQ	MOBQ	NA	NA	NA
SAMN08581897	contig_74	33980	No terminal repeats	MOBH	MOBH	NA	NA	NA
SAMN08581898	contig_114	14469	No terminal repeats	F_traN	NA	NA	NA	MPF_F
SAMN08581898	contig_114	14469	No terminal repeats	F_traU	NA	NA	NA	MPF_F
SAMN08581898	contig_114	14469	No terminal repeats	F_traW	NA	NA	NA	MPF_F
